Year,UNIT_MEASURE,Teritory,Пол,Старосна доб,Value
2013,Број,KUPRES,M,40-44,10
2013,Број,KUPRES,Ж,40-44,8
2013,Број,LAKTASI,Оба пола,40-44,2317
2013,Број,LAKTASI,M,40-44,1197
2013,Број,LAKTASI,Ж,40-44,1120
2013,Број,LOPARE,Оба пола,40-44,980
2013,Број,LOPARE,M,40-44,503
2013,Број,LOPARE,Ж,40-44,477
2013,Број,LJUBINJE,Оба пола,40-44,213
2013,Број,LJUBINJE,M,40-44,122
2013,Број,LJUBINJE,Ж,40-44,91
2013,Број,MILICI,Оба пола,40-44,707
2013,Број,MILICI,M,40-44,385
2013,Број,MILICI,Ж,40-44,322
2013,Број,MODRICA,Оба пола,40-44,1645
2013,Број,MODRICA,M,40-44,842
2013,Број,MODRICA,Ж,40-44,803
2013,Број,MRKONJIC GRAD,Оба пола,40-44,969
2013,Број,MRKONJIC GRAD,M,40-44,493
2013,Број,MRKONJIC GRAD,Ж,40-44,476
2013,Број,NEVESINJE,Оба пола,40-44,835
2013,Број,NEVESINJE,M,40-44,453
2013,Број,NEVESINJE,Ж,40-44,382
2013,Број,NOVI GRAD,Оба пола,40-44,1795
2013,Број,NOVI GRAD,M,40-44,929
2013,Број,NOVI GRAD,Ж,40-44,866
2013,Број,NOVO GORAZDE,Оба пола,40-44,171
2013,Број,NOVO GORAZDE,M,40-44,93
2013,Број,NOVO GORAZDE,Ж,40-44,78
2013,Број,OSMACI,Оба пола,40-44,370
2013,Број,OSMACI,M,40-44,192
2013,Број,OSMACI,Ж,40-44,178
2013,Број,OSTRA LUKA,Оба пола,40-44,185
2013,Број,OSTRA LUKA,M,40-44,114
2013,Број,OSTRA LUKA,Ж,40-44,71
2013,Број,PELAGICEVO,Оба пола,40-44,304
2013,Број,PELAGICEVO,M,40-44,177
2013,Број,PELAGICEVO,Ж,40-44,127
2013,Број,PETROVAC,Оба пола,40-44,19
2013,Број,PETROVAC,M,40-44,11
2013,Број,PETROVAC,Ж,40-44,8
2013,Број,PETROVO,Оба пола,40-44,348
2013,Број,PETROVO,M,40-44,164
2013,Број,PETROVO,Ж,40-44,184
2013,Број,GRAD PRIJEDOR,Оба пола,40-44,5438
2013,Број,GRAD PRIJEDOR,M,40-44,2717
2013,Број,GRAD PRIJEDOR,Ж,40-44,2721
2013,Број,PRNJAVOR,Оба пола,40-44,2215
2013,Број,PRNJAVOR,M,40-44,1108
2013,Број,PRNJAVOR,Ж,40-44,1107
2013,Број,RIBNIK,Оба пола,40-44,384
2013,Број,RIBNIK,M,40-44,223
2013,Број,RIBNIK,Ж,40-44,161
2013,Број,ROGATICA,Оба пола,40-44,561
2013,Број,ROGATICA,M,40-44,302
2013,Број,ROGATICA,Ж,40-44,259
2013,Број,RUDO,Оба пола,40-44,495
2013,Број,RUDO,M,40-44,263
2013,Број,RUDO,Ж,40-44,232
2013,Број,SRBAC,Оба пола,40-44,1044
2013,Број,SRBAC,M,40-44,533
2013,Број,SRBAC,Ж,40-44,511
2013,Број,SREBRENICA,Оба пола,40-44,923
2013,Број,SREBRENICA,M,40-44,461
2013,Број,SREBRENICA,Ж,40-44,462
2013,Број,STANARI,Оба пола,40-44,380
2013,Број,STANARI,M,40-44,200
2013,Број,STANARI,Ж,40-44,180
2013,Број,TESLIC,Оба пола,40-44,2420
2013,Број,TESLIC,M,40-44,1185
2013,Број,TESLIC,Ж,40-44,1235
2013,Број,GRAD TREBINJE,Оба пола,40-44,1712
2013,Број,GRAD TREBINJE,M,40-44,871
2013,Број,GRAD TREBINJE,Ж,40-44,841
2013,Број,UGLJEVIK,Оба пола,40-44,1004
2013,Број,UGLJEVIK,M,40-44,507
2013,Број,UGLJEVIK,Ж,40-44,497
2013,Број,FOCA,Оба пола,40-44,1010
2013,Број,FOCA,M,40-44,536
2013,Број,FOCA,Ж,40-44,474
2013,Број,HAN PIJESAK,Оба пола,40-44,196
2013,Број,HAN PIJESAK,M,40-44,98
2013,Број,HAN PIJESAK,Ж,40-44,98
2013,Број,CAJNICE,Оба пола,40-44,292
2013,Број,CAJNICE,M,40-44,170
2013,Број,CAJNICE,Ж,40-44,122
2013,Број,CELINAC,Оба пола,40-44,996
2013,Број,CELINAC,M,40-44,526
2013,Број,CELINAC,Ж,40-44,470
2013,Број,SAMAC,Оба пола,40-44,1083
2013,Број,SAMAC,M,40-44,550
2013,Број,SAMAC,Ж,40-44,533
2013,Број,SEKOVICI,Оба пола,40-44,390
2013,Број,SEKOVICI,M,40-44,215
2013,Број,SEKOVICI,Ж,40-44,175
2013,Број,SIPOVO,Оба пола,40-44,520
2013,Број,SIPOVO,M,40-44,287
2013,Број,SIPOVO,Ж,40-44,233
2013,Број,REPUBLIKA SRPSKA,Оба пола,45-49,83519
2013,Број,REPUBLIKA SRPSKA,M,45-49,41755
2013,Број,REPUBLIKA SRPSKA,Ж,45-49,41764
2013,Број,GRAD BANJA LUKA,Оба пола,45-49,11834
2013,Број,GRAD BANJA LUKA,M,45-49,5747
2013,Број,GRAD BANJA LUKA,Ж,45-49,6087
2013,Број,BERKOVICI,Оба пола,45-49,135
2013,Број,BERKOVICI,M,45-49,76
2013,Број,BERKOVICI,Ж,45-49,59
2013,Број,GRAD BIJELJINA,Оба пола,45-49,7543
2013,Број,GRAD BIJELJINA,M,45-49,3726
2013,Број,GRAD BIJELJINA,Ж,45-49,3817
2013,Број,BILECA,Оба пола,45-49,759
2013,Број,BILECA,M,45-49,394
2013,Број,BILECA,Ж,45-49,365
2013,Број,BRATUNAC,Оба пола,45-49,1356
2013,Број,BRATUNAC,M,45-49,691
2013,Број,BRATUNAC,Ж,45-49,665
2013,Број,BROD,Оба пола,45-49,1204
2013,Број,BROD,M,45-49,615
2013,Број,BROD,Ж,45-49,589
2013,Број,VISEGRAD,Оба пола,45-49,718
2013,Број,VISEGRAD,M,45-49,339
2013,Број,VISEGRAD,Ж,45-49,379
2013,Број,VLASENICA,Оба пола,45-49,777
2013,Број,VLASENICA,M,45-49,377
2013,Број,VLASENICA,Ж,45-49,400
2013,Број,VUKOSAVLJE,Оба пола,45-49,353
2013,Број,VUKOSAVLJE,M,45-49,185
2013,Број,VUKOSAVLJE,Ж,45-49,168
2013,Број,GACKO,Оба пола,45-49,689
2013,Број,GACKO,M,45-49,350
2013,Број,GACKO,Ж,45-49,339
2013,Број,GRAD GRADISKA,Оба пола,45-49,3388
2013,Број,GRAD GRADISKA,M,45-49,1674
2013,Број,GRAD GRADISKA,Ж,45-49,1714
2013,Број,GRAD DERVENTA,Оба пола,45-49,1941
2013,Број,GRAD DERVENTA,M,45-49,957
2013,Број,GRAD DERVENTA,Ж,45-49,984
2013,Број,GRAD DOBOJ,Оба пола,45-49,4250
2013,Број,GRAD DOBOJ,M,45-49,2110
2013,Број,GRAD DOBOJ,Ж,45-49,2140
2013,Број,DONJI ZABAR,Оба пола,45-49,310
2013,Број,DONJI ZABAR,M,45-49,171
2013,Број,DONJI ZABAR,Ж,45-49,139
2013,Број,GRAD ZVORNIK,Оба пола,45-49,3945
2013,Број,GRAD ZVORNIK,M,45-49,1954
2013,Број,GRAD ZVORNIK,Ж,45-49,1991
2013,Број,ISTOCNI DRVAR,Оба пола,45-49,6
2013,Број,ISTOCNI DRVAR,M,45-49,5
2013,Број,ISTOCNI DRVAR,Ж,45-49,1
2013,Број,ISTOCNI MOSTAR,Оба пола,45-49,20
2013,Број,ISTOCNI MOSTAR,M,45-49,12
2013,Број,ISTOCNI MOSTAR,Ж,45-49,8
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,45-49,3918
2013,Број,GRAD ISTOCNO SARAJEVO,M,45-49,1897
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,45-49,2021
2013,Број,ISTOCNA ILIDZA,Оба пола,45-49,945
2013,Број,ISTOCNA ILIDZA,M,45-49,454
2013,Број,ISTOCNA ILIDZA,Ж,45-49,491
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,45-49,615
2013,Број,ISTOCNO NOVO SARAJEVO,M,45-49,294
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,45-49,321
2013,Број,ISTOČNI STARI GRAD,Оба пола,45-49,58
2013,Број,ISTOČNI STARI GRAD,M,45-49,36
2013,Број,ISTOČNI STARI GRAD,Ж,45-49,22
2013,Број,PALE,Оба пола,45-49,1338
2013,Број,PALE,M,45-49,632
2013,Број,PALE,Ж,45-49,706
2013,Број,SOKOLAC,Оба пола,45-49,814
2013,Број,SOKOLAC,M,45-49,406
2013,Број,SOKOLAC,Ж,45-49,408
2013,Број,TRNOVO,Оба пола,45-49,148
2013,Број,TRNOVO,M,45-49,75
2013,Број,TRNOVO,Ж,45-49,73
2013,Број,JEZERO,Оба пола,45-49,92
2013,Број,JEZERO,M,45-49,44
2013,Број,JEZERO,Ж,45-49,48
2013,Број,KALINOVIK,Оба пола,45-49,109
2013,Број,KALINOVIK,M,45-49,63
2013,Број,KALINOVIK,Ж,45-49,46
2013,Број,KNEZEVO,Оба пола,45-49,694
2013,Број,KNEZEVO,M,45-49,355
2013,Број,KNEZEVO,Ж,45-49,339
2013,Број,KOSTAJNICA,Оба пола,45-49,427
2013,Број,KOSTAJNICA,M,45-49,218
2013,Број,KOSTAJNICA,Ж,45-49,209
2013,Број,KOTOR VAROS,Оба пола,45-49,1389
2013,Број,KOTOR VAROS,M,45-49,694
2013,Број,KOTOR VAROS,Ж,45-49,695
2013,Број,KOZARSKA DUBICA,Оба пола,45-49,1658
2013,Број,KOZARSKA DUBICA,M,45-49,807
2013,Број,KOZARSKA DUBICA,Ж,45-49,851
2013,Број,KRUPA NA UNI,Оба пола,45-49,115
2013,Број,KRUPA NA UNI,M,45-49,74
2013,Број,KRUPA NA UNI,Ж,45-49,41
2013,Број,KUPRES,Оба пола,45-49,18
2013,Број,KUPRES,M,45-49,13
2013,Број,KUPRES,Ж,45-49,5
2013,Број,LAKTASI,Оба пола,45-49,2400
2013,Број,LAKTASI,M,45-49,1193
2013,Број,LAKTASI,Ж,45-49,1207
2013,Број,LOPARE,Оба пола,45-49,1193
2013,Број,LOPARE,M,45-49,642
2013,Број,LOPARE,Ж,45-49,551
2013,Број,LJUBINJE,Оба пола,45-49,247
2013,Број,LJUBINJE,M,45-49,126
2013,Број,LJUBINJE,Ж,45-49,121
2013,Број,MILICI,Оба пола,45-49,726
2013,Број,MILICI,M,45-49,350
2013,Број,MILICI,Ж,45-49,376
2013,Број,MODRICA,Оба пола,45-49,1846
2013,Број,MODRICA,M,45-49,942
2013,Број,MODRICA,Ж,45-49,904
2013,Број,MRKONJIC GRAD,Оба пола,45-49,1024
2013,Број,MRKONJIC GRAD,M,45-49,497
2013,Број,MRKONJIC GRAD,Ж,45-49,527
2013,Број,NEVESINJE,Оба пола,45-49,904
2013,Број,NEVESINJE,M,45-49,496
2013,Број,NEVESINJE,Ж,45-49,408
2013,Број,NOVI GRAD,Оба пола,45-49,2010
2013,Број,NOVI GRAD,M,45-49,1036
2013,Број,NOVI GRAD,Ж,45-49,974
2013,Број,NOVO GORAZDE,Оба пола,45-49,209
2013,Број,NOVO GORAZDE,M,45-49,111
2013,Број,NOVO GORAZDE,Ж,45-49,98
2013,Број,OSMACI,Оба пола,45-49,419
2013,Број,OSMACI,M,45-49,206
2013,Број,OSMACI,Ж,45-49,213
2013,Број,OSTRA LUKA,Оба пола,45-49,192
2013,Број,OSTRA LUKA,M,45-49,118
2013,Број,OSTRA LUKA,Ж,45-49,74
2013,Број,PELAGICEVO,Оба пола,45-49,371
2013,Број,PELAGICEVO,M,45-49,199
2013,Број,PELAGICEVO,Ж,45-49,172
2013,Број,PETROVAC,Оба пола,45-49,25
2013,Број,PETROVAC,M,45-49,14
2013,Број,PETROVAC,Ж,45-49,11
2013,Број,PETROVO,Оба пола,45-49,467
2013,Број,PETROVO,M,45-49,233
2013,Број,PETROVO,Ж,45-49,234
2013,Број,GRAD PRIJEDOR,Оба пола,45-49,6259
2013,Број,GRAD PRIJEDOR,M,45-49,3158
2013,Број,GRAD PRIJEDOR,Ж,45-49,3101
2013,Број,PRNJAVOR,Оба пола,45-49,2338
2013,Број,PRNJAVOR,M,45-49,1181
2013,Број,PRNJAVOR,Ж,45-49,1157
2013,Број,RIBNIK,Оба пола,45-49,375
2013,Број,RIBNIK,M,45-49,219
2013,Број,RIBNIK,Ж,45-49,156
2013,Број,ROGATICA,Оба пола,45-49,648
2013,Број,ROGATICA,M,45-49,346
2013,Број,ROGATICA,Ж,45-49,302
2013,Број,RUDO,Оба пола,45-49,634
2013,Број,RUDO,M,45-49,321
2013,Број,RUDO,Ж,45-49,313
2013,Број,SRBAC,Оба пола,45-49,1178
2013,Број,SRBAC,M,45-49,609
2013,Број,SRBAC,Ж,45-49,569
2013,Број,SREBRENICA,Оба пола,45-49,916
2013,Број,SREBRENICA,M,45-49,439
2013,Број,SREBRENICA,Ж,45-49,477
2013,Број,STANARI,Оба пола,45-49,454
2013,Број,STANARI,M,45-49,241
2013,Број,STANARI,Ж,45-49,213
2013,Број,TESLIC,Оба пола,45-49,2549
2013,Број,TESLIC,M,45-49,1214
2013,Број,TESLIC,Ж,45-49,1335
2013,Број,GRAD TREBINJE,Оба пола,45-49,1966
2013,Број,GRAD TREBINJE,M,45-49,955
2013,Број,GRAD TREBINJE,Ж,45-49,1011
2013,Број,UGLJEVIK,Оба пола,45-49,1148
2013,Број,UGLJEVIK,M,45-49,584
2013,Број,UGLJEVIK,Ж,45-49,564
2013,Број,FOCA,Оба пола,45-49,1250
2013,Број,FOCA,M,45-49,653
2013,Број,FOCA,Ж,45-49,597
2013,Број,HAN PIJESAK,Оба пола,45-49,252
2013,Број,HAN PIJESAK,M,45-49,129
2013,Број,HAN PIJESAK,Ж,45-49,123
2013,Број,CAJNICE,Оба пола,45-49,379
2013,Број,CAJNICE,M,45-49,204
2013,Број,CAJNICE,Ж,45-49,175
2013,Број,CELINAC,Оба пола,45-49,1164
2013,Број,CELINAC,M,45-49,566
2013,Број,CELINAC,Ж,45-49,598
2013,Број,SAMAC,Оба пола,45-49,1233
2013,Број,SAMAC,M,45-49,647
2013,Број,SAMAC,Ж,45-49,586
2013,Број,SEKOVICI,Оба пола,45-49,468
2013,Број,SEKOVICI,M,45-49,243
2013,Број,SEKOVICI,Ж,45-49,225
2013,Број,SIPOVO,Оба пола,45-49,627
2013,Број,SIPOVO,M,45-49,335
2013,Број,SIPOVO,Ж,45-49,292
2013,Број,REPUBLIKA SRPSKA,Оба пола,50-54,92008
2013,Број,REPUBLIKA SRPSKA,M,50-54,45161
2013,Број,REPUBLIKA SRPSKA,Ж,50-54,46847
2013,Број,GRAD BANJA LUKA,Оба пола,50-54,13389
2013,Број,GRAD BANJA LUKA,M,50-54,6323
2013,Број,GRAD BANJA LUKA,Ж,50-54,7066
2013,Број,BERKOVICI,Оба пола,50-54,119
2013,Број,BERKOVICI,M,50-54,72
2013,Број,BERKOVICI,Ж,50-54,47
2013,Број,GRAD BIJELJINA,Оба пола,50-54,8051
2013,Број,GRAD BIJELJINA,M,50-54,3989
2013,Број,GRAD BIJELJINA,Ж,50-54,4062
2013,Број,BILECA,Оба пола,50-54,814
2013,Број,BILECA,M,50-54,425
2013,Број,BILECA,Ж,50-54,389
2013,Број,BRATUNAC,Оба пола,50-54,1567
2013,Број,BRATUNAC,M,50-54,743
2013,Број,BRATUNAC,Ж,50-54,824
2013,Број,BROD,Оба пола,50-54,1259
2013,Број,BROD,M,50-54,613
2013,Број,BROD,Ж,50-54,646
2013,Број,VISEGRAD,Оба пола,50-54,832
2013,Број,VISEGRAD,M,50-54,401
2013,Број,VISEGRAD,Ж,50-54,431
2013,Број,VLASENICA,Оба пола,50-54,897
2013,Број,VLASENICA,M,50-54,417
2013,Број,VLASENICA,Ж,50-54,480
2013,Број,VUKOSAVLJE,Оба пола,50-54,318
2013,Број,VUKOSAVLJE,M,50-54,166
2013,Број,VUKOSAVLJE,Ж,50-54,152
2013,Број,GACKO,Оба пола,50-54,758
2013,Број,GACKO,M,50-54,394
2013,Број,GACKO,Ж,50-54,364
2013,Број,GRAD GRADISKA,Оба пола,50-54,3640
2013,Број,GRAD GRADISKA,M,50-54,1754
2013,Број,GRAD GRADISKA,Ж,50-54,1886
2013,Број,GRAD DERVENTA,Оба пола,50-54,1961
2013,Број,GRAD DERVENTA,M,50-54,990
2013,Број,GRAD DERVENTA,Ж,50-54,971
2013,Број,GRAD DOBOJ,Оба пола,50-54,4828
2013,Број,GRAD DOBOJ,M,50-54,2232
2013,Број,GRAD DOBOJ,Ж,50-54,2596
2013,Број,DONJI ZABAR,Оба пола,50-54,247
2013,Број,DONJI ZABAR,M,50-54,128
2013,Број,DONJI ZABAR,Ж,50-54,119
2013,Број,GRAD ZVORNIK,Оба пола,50-54,4358
2013,Број,GRAD ZVORNIK,M,50-54,2089
2013,Број,GRAD ZVORNIK,Ж,50-54,2269
2013,Број,ISTOCNI DRVAR,Оба пола,50-54,10
2013,Број,ISTOCNI DRVAR,M,50-54,9
2013,Број,ISTOCNI DRVAR,Ж,50-54,1
2013,Број,ISTOCNI MOSTAR,Оба пола,50-54,15
2013,Број,ISTOCNI MOSTAR,M,50-54,9
2013,Број,ISTOCNI MOSTAR,Ж,50-54,6
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,50-54,4849
2013,Број,GRAD ISTOCNO SARAJEVO,M,50-54,2257
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,50-54,2592
2013,Број,ISTOCNA ILIDZA,Оба пола,50-54,1158
2013,Број,ISTOCNA ILIDZA,M,50-54,541
2013,Број,ISTOCNA ILIDZA,Ж,50-54,617
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,50-54,751
2013,Број,ISTOCNO NOVO SARAJEVO,M,50-54,330
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,50-54,421
2013,Број,ISTOČNI STARI GRAD,Оба пола,50-54,99
2013,Број,ISTOČNI STARI GRAD,M,50-54,51
2013,Број,ISTOČNI STARI GRAD,Ж,50-54,48
2013,Број,PALE,Оба пола,50-54,1671
2013,Број,PALE,M,50-54,779
2013,Број,PALE,Ж,50-54,892
2013,Број,SOKOLAC,Оба пола,50-54,991
2013,Број,SOKOLAC,M,50-54,474
2013,Број,SOKOLAC,Ж,50-54,517
2013,Број,TRNOVO,Оба пола,50-54,179
2013,Број,TRNOVO,M,50-54,82
2013,Број,TRNOVO,Ж,50-54,97
2013,Број,JEZERO,Оба пола,50-54,94
2013,Број,JEZERO,M,50-54,46
2013,Број,JEZERO,Ж,50-54,48
2013,Број,KALINOVIK,Оба пола,50-54,176
2013,Број,KALINOVIK,M,50-54,100
2013,Број,KALINOVIK,Ж,50-54,76
2013,Број,KNEZEVO,Оба пола,50-54,788
2013,Број,KNEZEVO,M,50-54,403
2013,Број,KNEZEVO,Ж,50-54,385
2013,Број,KOSTAJNICA,Оба пола,50-54,476
2013,Број,KOSTAJNICA,M,50-54,217
2013,Број,KOSTAJNICA,Ж,50-54,259
2013,Број,KOTOR VAROS,Оба пола,50-54,1356
2013,Број,KOTOR VAROS,M,50-54,661
2013,Број,KOTOR VAROS,Ж,50-54,695
2013,Број,KOZARSKA DUBICA,Оба пола,50-54,1784
2013,Број,KOZARSKA DUBICA,M,50-54,886
2013,Број,KOZARSKA DUBICA,Ж,50-54,898
2013,Број,KRUPA NA UNI,Оба пола,50-54,118
2013,Број,KRUPA NA UNI,M,50-54,74
2013,Број,KRUPA NA UNI,Ж,50-54,44
2013,Број,KUPRES,Оба пола,50-54,18
2013,Број,KUPRES,M,50-54,12
2013,Број,KUPRES,Ж,50-54,6
2013,Број,LAKTASI,Оба пола,50-54,2554
2013,Број,LAKTASI,M,50-54,1247
2013,Број,LAKTASI,Ж,50-54,1307
2013,Број,LOPARE,Оба пола,50-54,1352
2013,Број,LOPARE,M,50-54,737
2013,Број,LOPARE,Ж,50-54,615
2013,Број,LJUBINJE,Оба пола,50-54,290
2013,Број,LJUBINJE,M,50-54,144
2013,Број,LJUBINJE,Ж,50-54,146
2013,Број,MILICI,Оба пола,50-54,926
2013,Број,MILICI,M,50-54,422
2013,Број,MILICI,Ж,50-54,504
2013,Број,MODRICA,Оба пола,50-54,1986
2013,Број,MODRICA,M,50-54,969
2013,Број,MODRICA,Ж,50-54,1017
2013,Број,MRKONJIC GRAD,Оба пола,50-54,1099
2013,Број,MRKONJIC GRAD,M,50-54,501
2013,Број,MRKONJIC GRAD,Ж,50-54,598
2013,Број,NEVESINJE,Оба пола,50-54,927
2013,Број,NEVESINJE,M,50-54,497
2013,Број,NEVESINJE,Ж,50-54,430
2013,Број,NOVI GRAD,Оба пола,50-54,2234
2013,Број,NOVI GRAD,M,50-54,1171
2013,Број,NOVI GRAD,Ж,50-54,1063
2013,Број,NOVO GORAZDE,Оба пола,50-54,254
2013,Број,NOVO GORAZDE,M,50-54,128
2013,Број,NOVO GORAZDE,Ж,50-54,126
2013,Број,OSMACI,Оба пола,50-54,440
2013,Број,OSMACI,M,50-54,232
2013,Број,OSMACI,Ж,50-54,208
2013,Број,OSTRA LUKA,Оба пола,50-54,196
2013,Број,OSTRA LUKA,M,50-54,114
2013,Број,OSTRA LUKA,Ж,50-54,82
2013,Број,PELAGICEVO,Оба пола,50-54,326
2013,Број,PELAGICEVO,M,50-54,182
2013,Број,PELAGICEVO,Ж,50-54,144
2013,Број,PETROVAC,Оба пола,50-54,21
2013,Број,PETROVAC,M,50-54,13
2013,Број,PETROVAC,Ж,50-54,8
2013,Број,PETROVO,Оба пола,50-54,562
2013,Број,PETROVO,M,50-54,264
2013,Број,PETROVO,Ж,50-54,298
2013,Број,GRAD PRIJEDOR,Оба пола,50-54,6666
2013,Број,GRAD PRIJEDOR,M,50-54,3372
2013,Број,GRAD PRIJEDOR,Ж,50-54,3294
2013,Број,PRNJAVOR,Оба пола,50-54,2444
2013,Број,PRNJAVOR,M,50-54,1234
2013,Број,PRNJAVOR,Ж,50-54,1210
2013,Број,RIBNIK,Оба пола,50-54,439
2013,Број,RIBNIK,M,50-54,242
2013,Број,RIBNIK,Ж,50-54,197
2013,Број,ROGATICA,Оба пола,50-54,821
2013,Број,ROGATICA,M,50-54,416
2013,Број,ROGATICA,Ж,50-54,405
2013,Број,RUDO,Оба пола,50-54,630
2013,Број,RUDO,M,50-54,324
2013,Број,RUDO,Ж,50-54,306
2013,Број,SRBAC,Оба пола,50-54,1198
2013,Број,SRBAC,M,50-54,608
2013,Број,SRBAC,Ж,50-54,590
2013,Број,SREBRENICA,Оба пола,50-54,932
2013,Број,SREBRENICA,M,50-54,473
2013,Број,SREBRENICA,Ж,50-54,459
2013,Број,STANARI,Оба пола,50-54,511
2013,Број,STANARI,M,50-54,274
2013,Број,STANARI,Ж,50-54,237
2013,Број,TESLIC,Оба пола,50-54,2837
2013,Број,TESLIC,M,50-54,1350
2013,Број,TESLIC,Ж,50-54,1487
2013,Број,GRAD TREBINJE,Оба пола,50-54,2231
2013,Број,GRAD TREBINJE,M,50-54,1046
2013,Број,GRAD TREBINJE,Ж,50-54,1185
2013,Број,UGLJEVIK,Оба пола,50-54,1311
2013,Број,UGLJEVIK,M,50-54,709
2013,Број,UGLJEVIK,Ж,50-54,602
2013,Број,FOCA,Оба пола,50-54,1436
2013,Број,FOCA,M,50-54,760
2013,Број,FOCA,Ж,50-54,676
2013,Број,HAN PIJESAK,Оба пола,50-54,327
2013,Број,HAN PIJESAK,M,50-54,170
2013,Број,HAN PIJESAK,Ж,50-54,157
2013,Број,CAJNICE,Оба пола,50-54,398
2013,Број,CAJNICE,M,50-54,197
2013,Број,CAJNICE,Ж,50-54,201
2013,Број,CELINAC,Оба пола,50-54,1220
2013,Број,CELINAC,M,50-54,608
2013,Број,CELINAC,Ж,50-54,612
2013,Број,SAMAC,Оба пола,50-54,1325
2013,Број,SAMAC,M,50-54,632
2013,Број,SAMAC,Ж,50-54,693
2013,Број,SEKOVICI,Оба пола,50-54,571
2013,Број,SEKOVICI,M,50-54,293
2013,Број,SEKOVICI,Ж,50-54,278
2013,Број,SIPOVO,Оба пола,50-54,822
2013,Број,SIPOVO,M,50-54,422
2013,Број,SIPOVO,Ж,50-54,400
2013,Број,REPUBLIKA SRPSKA,Оба пола,55-59,94412
2013,Број,REPUBLIKA SRPSKA,M,55-59,45750
2013,Број,REPUBLIKA SRPSKA,Ж,55-59,48662
2013,Број,GRAD BANJA LUKA,Оба пола,55-59,14128
2013,Број,GRAD BANJA LUKA,M,55-59,6599
2013,Број,GRAD BANJA LUKA,Ж,55-59,7529
2013,Број,BERKOVICI,Оба пола,55-59,125
2013,Број,BERKOVICI,M,55-59,54
2013,Број,BERKOVICI,Ж,55-59,71
2013,Број,GRAD BIJELJINA,Оба пола,55-59,8134
2013,Број,GRAD BIJELJINA,M,55-59,3951
2013,Број,GRAD BIJELJINA,Ж,55-59,4183
2013,Број,BILECA,Оба пола,55-59,780
2013,Број,BILECA,M,55-59,389
2013,Број,BILECA,Ж,55-59,391
2013,Број,BRATUNAC,Оба пола,55-59,1520
2013,Број,BRATUNAC,M,55-59,736
2013,Број,BRATUNAC,Ж,55-59,784
2013,Број,BROD,Оба пола,55-59,1205
2013,Број,BROD,M,55-59,574
2013,Број,BROD,Ж,55-59,631
2013,Број,VISEGRAD,Оба пола,55-59,915
2013,Број,VISEGRAD,M,55-59,431
2013,Број,VISEGRAD,Ж,55-59,484
2013,Број,VLASENICA,Оба пола,55-59,954
2013,Број,VLASENICA,M,55-59,460
2013,Број,VLASENICA,Ж,55-59,494
2013,Број,VUKOSAVLJE,Оба пола,55-59,275
2013,Број,VUKOSAVLJE,M,55-59,143
2013,Број,VUKOSAVLJE,Ж,55-59,132
2013,Број,GACKO,Оба пола,55-59,701
2013,Број,GACKO,M,55-59,367
2013,Број,GACKO,Ж,55-59,334
2013,Број,GRAD GRADISKA,Оба пола,55-59,4196
2013,Број,GRAD GRADISKA,M,55-59,1999
2013,Број,GRAD GRADISKA,Ж,55-59,2197
2013,Број,GRAD DERVENTA,Оба пола,55-59,1851
2013,Број,GRAD DERVENTA,M,55-59,902
2013,Број,GRAD DERVENTA,Ж,55-59,949
2013,Број,GRAD DOBOJ,Оба пола,55-59,4917
2013,Број,GRAD DOBOJ,M,55-59,2314
2013,Број,GRAD DOBOJ,Ж,55-59,2603
2013,Број,DONJI ZABAR,Оба пола,55-59,252
2013,Број,DONJI ZABAR,M,55-59,131
2013,Број,DONJI ZABAR,Ж,55-59,121
2013,Број,GRAD ZVORNIK,Оба пола,55-59,4276
2013,Број,GRAD ZVORNIK,M,55-59,2077
2013,Број,GRAD ZVORNIK,Ж,55-59,2199
2013,Број,ISTOCNI DRVAR,Оба пола,55-59,10
2013,Број,ISTOCNI DRVAR,M,55-59,4
2013,Број,ISTOCNI DRVAR,Ж,55-59,6
2013,Број,ISTOCNI MOSTAR,Оба пола,55-59,11
2013,Број,ISTOCNI MOSTAR,M,55-59,6
2013,Број,ISTOCNI MOSTAR,Ж,55-59,5
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,55-59,5502
2013,Број,GRAD ISTOCNO SARAJEVO,M,55-59,2661
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,55-59,2841
2013,Број,ISTOCNA ILIDZA,Оба пола,55-59,1319
2013,Број,ISTOCNA ILIDZA,M,55-59,615
2013,Број,ISTOCNA ILIDZA,Ж,55-59,704
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,55-59,866
2013,Број,ISTOCNO NOVO SARAJEVO,M,55-59,418
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,55-59,448
2013,Број,ISTOČNI STARI GRAD,Оба пола,55-59,111
2013,Број,ISTOČNI STARI GRAD,M,55-59,50
