Year,UNIT_MEASURE,Teritory,Пол,Старосна доб,Value
2013,Број,GRAD BIJELJINA,Ж,85-89,423
2013,Број,BILECA,Оба пола,85-89,147
2013,Број,BILECA,M,85-89,58
2013,Број,BILECA,Ж,85-89,89
2013,Број,BRATUNAC,Оба пола,85-89,60
2013,Број,BRATUNAC,M,85-89,21
2013,Број,BRATUNAC,Ж,85-89,39
2013,Број,BROD,Оба пола,85-89,114
2013,Број,BROD,M,85-89,31
2013,Број,BROD,Ж,85-89,83
2013,Број,VISEGRAD,Оба пола,85-89,96
2013,Број,VISEGRAD,M,85-89,32
2013,Број,VISEGRAD,Ж,85-89,64
2013,Број,VLASENICA,Оба пола,85-89,55
2013,Број,VLASENICA,M,85-89,15
2013,Број,VLASENICA,Ж,85-89,40
2013,Број,VUKOSAVLJE,Оба пола,85-89,24
2013,Број,VUKOSAVLJE,M,85-89,5
2013,Број,VUKOSAVLJE,Ж,85-89,19
2013,Број,GACKO,Оба пола,85-89,102
2013,Број,GACKO,M,85-89,38
2013,Број,GACKO,Ж,85-89,64
2013,Број,GRAD GRADISKA,Оба пола,85-89,457
2013,Број,GRAD GRADISKA,M,85-89,142
2013,Број,GRAD GRADISKA,Ж,85-89,315
2013,Број,GRAD DERVENTA,Оба пола,85-89,219
2013,Број,GRAD DERVENTA,M,85-89,71
2013,Број,GRAD DERVENTA,Ж,85-89,148
2013,Број,GRAD DOBOJ,Оба пола,85-89,455
2013,Број,GRAD DOBOJ,M,85-89,149
2013,Број,GRAD DOBOJ,Ж,85-89,306
2013,Број,DONJI ZABAR,Оба пола,85-89,29
2013,Број,DONJI ZABAR,M,85-89,5
2013,Број,DONJI ZABAR,Ж,85-89,24
2013,Број,GRAD ZVORNIK,Оба пола,85-89,264
2013,Број,GRAD ZVORNIK,M,85-89,84
2013,Број,GRAD ZVORNIK,Ж,85-89,180
2013,Број,ISTOCNI DRVAR,Оба пола,85-89,3
2013,Број,ISTOCNI DRVAR,M,85-89,1
2013,Број,ISTOCNI DRVAR,Ж,85-89,2
2013,Број,ISTOCNI MOSTAR,Оба пола,85-89,3
2013,Број,ISTOCNI MOSTAR,M,85-89,1
2013,Број,ISTOCNI MOSTAR,Ж,85-89,2
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,85-89,479
2013,Број,GRAD ISTOCNO SARAJEVO,M,85-89,158
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,85-89,321
2013,Број,ISTOCNA ILIDZA,Оба пола,85-89,103
2013,Број,ISTOCNA ILIDZA,M,85-89,31
2013,Број,ISTOCNA ILIDZA,Ж,85-89,72
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,85-89,61
2013,Број,ISTOCNO NOVO SARAJEVO,M,85-89,22
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,85-89,39
2013,Број,ISTOČNI STARI GRAD,Оба пола,85-89,16
2013,Број,ISTOČNI STARI GRAD,M,85-89,4
2013,Број,ISTOČNI STARI GRAD,Ж,85-89,12
2013,Број,PALE,Оба пола,85-89,158
2013,Број,PALE,M,85-89,52
2013,Број,PALE,Ж,85-89,106
2013,Број,SOKOLAC,Оба пола,85-89,121
2013,Број,SOKOLAC,M,85-89,43
2013,Број,SOKOLAC,Ж,85-89,78
2013,Број,TRNOVO,Оба пола,85-89,20
2013,Број,TRNOVO,M,85-89,6
2013,Број,TRNOVO,Ж,85-89,14
2013,Број,JEZERO,Оба пола,85-89,6
2013,Број,JEZERO,M,85-89,1
2013,Број,JEZERO,Ж,85-89,5
2013,Број,KALINOVIK,Оба пола,85-89,38
2013,Број,KALINOVIK,M,85-89,12
2013,Број,KALINOVIK,Ж,85-89,26
2013,Број,KNEZEVO,Оба пола,85-89,50
2013,Број,KNEZEVO,M,85-89,13
2013,Број,KNEZEVO,Ж,85-89,37
2013,Број,KOSTAJNICA,Оба пола,85-89,51
2013,Број,KOSTAJNICA,M,85-89,13
2013,Број,KOSTAJNICA,Ж,85-89,38
2013,Број,KOTOR VAROS,Оба пола,85-89,69
2013,Број,KOTOR VAROS,M,85-89,26
2013,Број,KOTOR VAROS,Ж,85-89,43
2013,Број,KOZARSKA DUBICA,Оба пола,85-89,235
2013,Број,KOZARSKA DUBICA,M,85-89,65
2013,Број,KOZARSKA DUBICA,Ж,85-89,170
2013,Број,KRUPA NA UNI,Оба пола,85-89,22
2013,Број,KRUPA NA UNI,M,85-89,6
2013,Број,KRUPA NA UNI,Ж,85-89,16
2013,Број,KUPRES,Оба пола,85-89,5
2013,Број,KUPRES,M,85-89,2
2013,Број,KUPRES,Ж,85-89,3
2013,Број,LAKTASI,Оба пола,85-89,222
2013,Број,LAKTASI,M,85-89,72
2013,Број,LAKTASI,Ж,85-89,150
2013,Број,LOPARE,Оба пола,85-89,133
2013,Број,LOPARE,M,85-89,42
2013,Број,LOPARE,Ж,85-89,91
2013,Број,LJUBINJE,Оба пола,85-89,57
2013,Број,LJUBINJE,M,85-89,19
2013,Број,LJUBINJE,Ж,85-89,38
2013,Број,MILICI,Оба пола,85-89,52
2013,Број,MILICI,M,85-89,18
2013,Број,MILICI,Ж,85-89,34
2013,Број,MODRICA,Оба пола,85-89,170
2013,Број,MODRICA,M,85-89,62
2013,Број,MODRICA,Ж,85-89,108
2013,Број,MRKONJIC GRAD,Оба пола,85-89,202
2013,Број,MRKONJIC GRAD,M,85-89,74
2013,Број,MRKONJIC GRAD,Ж,85-89,128
2013,Број,NEVESINJE,Оба пола,85-89,179
2013,Број,NEVESINJE,M,85-89,51
2013,Број,NEVESINJE,Ж,85-89,128
2013,Број,NOVI GRAD,Оба пола,85-89,220
2013,Број,NOVI GRAD,M,85-89,66
2013,Број,NOVI GRAD,Ж,85-89,154
2013,Број,NOVO GORAZDE,Оба пола,85-89,21
2013,Број,NOVO GORAZDE,M,85-89,8
2013,Број,NOVO GORAZDE,Ж,85-89,13
2013,Број,OSMACI,Оба пола,85-89,38
2013,Број,OSMACI,M,85-89,19
2013,Број,OSMACI,Ж,85-89,19
2013,Број,OSTRA LUKA,Оба пола,85-89,20
2013,Број,OSTRA LUKA,M,85-89,8
2013,Број,OSTRA LUKA,Ж,85-89,12
2013,Број,PELAGICEVO,Оба пола,85-89,37
2013,Број,PELAGICEVO,M,85-89,10
2013,Број,PELAGICEVO,Ж,85-89,27
2013,Број,PETROVAC,Оба пола,85-89,7
2013,Број,PETROVAC,M,85-89,4
2013,Број,PETROVAC,Ж,85-89,3
2013,Број,PETROVO,Оба пола,85-89,61
2013,Број,PETROVO,M,85-89,22
2013,Број,PETROVO,Ж,85-89,39
2013,Број,GRAD PRIJEDOR,Оба пола,85-89,573
2013,Број,GRAD PRIJEDOR,M,85-89,196
2013,Број,GRAD PRIJEDOR,Ж,85-89,377
2013,Број,PRNJAVOR,Оба пола,85-89,267
2013,Број,PRNJAVOR,M,85-89,70
2013,Број,PRNJAVOR,Ж,85-89,197
2013,Број,RIBNIK,Оба пола,85-89,61
2013,Број,RIBNIK,M,85-89,20
2013,Број,RIBNIK,Ж,85-89,41
2013,Број,ROGATICA,Оба пола,85-89,95
2013,Број,ROGATICA,M,85-89,39
2013,Број,ROGATICA,Ж,85-89,56
2013,Број,RUDO,Оба пола,85-89,58
2013,Број,RUDO,M,85-89,18
2013,Број,RUDO,Ж,85-89,40
2013,Број,SRBAC,Оба пола,85-89,156
2013,Број,SRBAC,M,85-89,46
2013,Број,SRBAC,Ж,85-89,110
2013,Број,SREBRENICA,Оба пола,85-89,39
2013,Број,SREBRENICA,M,85-89,12
2013,Број,SREBRENICA,Ж,85-89,27
2013,Број,STANARI,Оба пола,85-89,56
2013,Број,STANARI,M,85-89,23
2013,Број,STANARI,Ж,85-89,33
2013,Број,TESLIC,Оба пола,85-89,214
2013,Број,TESLIC,M,85-89,73
2013,Број,TESLIC,Ж,85-89,141
2013,Број,GRAD TREBINJE,Оба пола,85-89,342
2013,Број,GRAD TREBINJE,M,85-89,129
2013,Број,GRAD TREBINJE,Ж,85-89,213
2013,Број,UGLJEVIK,Оба пола,85-89,147
2013,Број,UGLJEVIK,M,85-89,48
2013,Број,UGLJEVIK,Ж,85-89,99
2013,Број,FOCA,Оба пола,85-89,165
2013,Број,FOCA,M,85-89,66
2013,Број,FOCA,Ж,85-89,99
2013,Број,HAN PIJESAK,Оба пола,85-89,31
2013,Број,HAN PIJESAK,M,85-89,13
2013,Број,HAN PIJESAK,Ж,85-89,18
2013,Број,CAJNICE,Оба пола,85-89,38
2013,Број,CAJNICE,M,85-89,7
2013,Број,CAJNICE,Ж,85-89,31
2013,Број,CELINAC,Оба пола,85-89,86
2013,Број,CELINAC,M,85-89,25
2013,Број,CELINAC,Ж,85-89,61
2013,Број,SAMAC,Оба пола,85-89,132
2013,Број,SAMAC,M,85-89,38
2013,Број,SAMAC,Ж,85-89,94
2013,Број,SEKOVICI,Оба пола,85-89,45
2013,Број,SEKOVICI,M,85-89,18
2013,Број,SEKOVICI,Ж,85-89,27
2013,Број,SIPOVO,Оба пола,85-89,96
2013,Број,SIPOVO,M,85-89,43
2013,Број,SIPOVO,Ж,85-89,53
2013,Број,REPUBLIKA SRPSKA,Оба пола,90+,2101
2013,Број,REPUBLIKA SRPSKA,M,90+,617
2013,Број,REPUBLIKA SRPSKA,Ж,90+,1484
2013,Број,GRAD BANJA LUKA,Оба пола,90+,275
2013,Број,GRAD BANJA LUKA,M,90+,86
2013,Број,GRAD BANJA LUKA,Ж,90+,189
2013,Број,BERKOVICI,Оба пола,90+,14
2013,Број,BERKOVICI,M,90+,3
2013,Број,BERKOVICI,Ж,90+,11
2013,Број,GRAD BIJELJINA,Оба пола,90+,127
2013,Број,GRAD BIJELJINA,M,90+,37
2013,Број,GRAD BIJELJINA,Ж,90+,90
2013,Број,BILECA,Оба пола,90+,64
2013,Број,BILECA,M,90+,19
2013,Број,BILECA,Ж,90+,45
2013,Број,BRATUNAC,Оба пола,90+,23
2013,Број,BRATUNAC,M,90+,9
2013,Број,BRATUNAC,Ж,90+,14
2013,Број,BROD,Оба пола,90+,25
2013,Број,BROD,M,90+,5
2013,Број,BROD,Ж,90+,20
2013,Број,VISEGRAD,Оба пола,90+,32
2013,Број,VISEGRAD,M,90+,12
2013,Број,VISEGRAD,Ж,90+,20
2013,Број,VLASENICA,Оба пола,90+,10
2013,Број,VLASENICA,M,90+,1
2013,Број,VLASENICA,Ж,90+,9
2013,Број,VUKOSAVLJE,Оба пола,90+,5
2013,Број,VUKOSAVLJE,M,90+,-
2013,Број,VUKOSAVLJE,Ж,90+,5
2013,Број,GACKO,Оба пола,90+,35
2013,Број,GACKO,M,90+,9
2013,Број,GACKO,Ж,90+,26
2013,Број,GRAD GRADISKA,Оба пола,90+,101
2013,Број,GRAD GRADISKA,M,90+,31
2013,Број,GRAD GRADISKA,Ж,90+,70
2013,Број,GRAD DERVENTA,Оба пола,90+,50
2013,Број,GRAD DERVENTA,M,90+,15
2013,Број,GRAD DERVENTA,Ж,90+,35
2013,Број,GRAD DOBOJ,Оба пола,90+,95
2013,Број,GRAD DOBOJ,M,90+,21
2013,Број,GRAD DOBOJ,Ж,90+,74
2013,Број,DONJI ZABAR,Оба пола,90+,4
2013,Број,DONJI ZABAR,M,90+,3
2013,Број,DONJI ZABAR,Ж,90+,1
2013,Број,GRAD ZVORNIK,Оба пола,90+,59
2013,Број,GRAD ZVORNIK,M,90+,27
2013,Број,GRAD ZVORNIK,Ж,90+,32
2013,Број,ISTOCNI DRVAR,Оба пола,90+,-
2013,Број,ISTOCNI DRVAR,M,90+,-
2013,Број,ISTOCNI DRVAR,Ж,90+,-
2013,Број,ISTOCNI MOSTAR,Оба пола,90+,-
2013,Број,ISTOCNI MOSTAR,M,90+,-
2013,Број,ISTOCNI MOSTAR,Ж,90+,-
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,90+,100
2013,Број,GRAD ISTOCNO SARAJEVO,M,90+,33
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,90+,67
2013,Број,ISTOCNA ILIDZA,Оба пола,90+,21
2013,Број,ISTOCNA ILIDZA,M,90+,6
2013,Број,ISTOCNA ILIDZA,Ж,90+,15
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,90+,12
2013,Број,ISTOCNO NOVO SARAJEVO,M,90+,6
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,90+,6
2013,Број,ISTOČNI STARI GRAD,Оба пола,90+,8
2013,Број,ISTOČNI STARI GRAD,M,90+,-
2013,Број,ISTOČNI STARI GRAD,Ж,90+,8
2013,Број,PALE,Оба пола,90+,26
2013,Број,PALE,M,90+,7
2013,Број,PALE,Ж,90+,19
2013,Број,SOKOLAC,Оба пола,90+,29
2013,Број,SOKOLAC,M,90+,11
2013,Број,SOKOLAC,Ж,90+,18
2013,Број,TRNOVO,Оба пола,90+,4
2013,Број,TRNOVO,M,90+,3
2013,Број,TRNOVO,Ж,90+,1
2013,Број,JEZERO,Оба пола,90+,3
2013,Број,JEZERO,M,90+,-
2013,Број,JEZERO,Ж,90+,3
2013,Број,KALINOVIK,Оба пола,90+,8
2013,Број,KALINOVIK,M,90+,1
2013,Број,KALINOVIK,Ж,90+,7
2013,Број,KNEZEVO,Оба пола,90+,14
2013,Број,KNEZEVO,M,90+,8
2013,Број,KNEZEVO,Ж,90+,6
2013,Број,KOSTAJNICA,Оба пола,90+,10
2013,Број,KOSTAJNICA,M,90+,2
2013,Број,KOSTAJNICA,Ж,90+,8
2013,Број,KOTOR VAROS,Оба пола,90+,15
2013,Број,KOTOR VAROS,M,90+,7
2013,Број,KOTOR VAROS,Ж,90+,8
2013,Број,KOZARSKA DUBICA,Оба пола,90+,49
2013,Број,KOZARSKA DUBICA,M,90+,6
2013,Број,KOZARSKA DUBICA,Ж,90+,43
2013,Број,KRUPA NA UNI,Оба пола,90+,3
2013,Број,KRUPA NA UNI,M,90+,1
2013,Број,KRUPA NA UNI,Ж,90+,2
2013,Број,KUPRES,Оба пола,90+,-
2013,Број,KUPRES,M,90+,-
2013,Број,KUPRES,Ж,90+,-
2013,Број,LAKTASI,Оба пола,90+,55
2013,Број,LAKTASI,M,90+,16
2013,Број,LAKTASI,Ж,90+,39
2013,Број,LOPARE,Оба пола,90+,29
2013,Број,LOPARE,M,90+,8
2013,Број,LOPARE,Ж,90+,21
2013,Број,LJUBINJE,Оба пола,90+,20
2013,Број,LJUBINJE,M,90+,3
2013,Број,LJUBINJE,Ж,90+,17
2013,Број,MILICI,Оба пола,90+,13
2013,Број,MILICI,M,90+,3
2013,Број,MILICI,Ж,90+,10
2013,Број,MODRICA,Оба пола,90+,44
2013,Број,MODRICA,M,90+,17
2013,Број,MODRICA,Ж,90+,27
2013,Број,MRKONJIC GRAD,Оба пола,90+,55
2013,Број,MRKONJIC GRAD,M,90+,25
2013,Број,MRKONJIC GRAD,Ж,90+,30
2013,Број,NEVESINJE,Оба пола,90+,50
2013,Број,NEVESINJE,M,90+,15
2013,Број,NEVESINJE,Ж,90+,35
2013,Број,NOVI GRAD,Оба пола,90+,38
2013,Број,NOVI GRAD,M,90+,11
2013,Број,NOVI GRAD,Ж,90+,27
2013,Број,NOVO GORAZDE,Оба пола,90+,6
2013,Број,NOVO GORAZDE,M,90+,1
2013,Број,NOVO GORAZDE,Ж,90+,5
2013,Број,OSMACI,Оба пола,90+,7
2013,Број,OSMACI,M,90+,-
2013,Број,OSMACI,Ж,90+,7
2013,Број,OSTRA LUKA,Оба пола,90+,5
2013,Број,OSTRA LUKA,M,90+,2
2013,Број,OSTRA LUKA,Ж,90+,3
2013,Број,PELAGICEVO,Оба пола,90+,6
2013,Број,PELAGICEVO,M,90+,1
2013,Број,PELAGICEVO,Ж,90+,5
2013,Број,PETROVAC,Оба пола,90+,-
2013,Број,PETROVAC,M,90+,-
2013,Број,PETROVAC,Ж,90+,-
2013,Број,PETROVO,Оба пола,90+,21
2013,Број,PETROVO,M,90+,5
2013,Број,PETROVO,Ж,90+,16
2013,Број,GRAD PRIJEDOR,Оба пола,90+,130
2013,Број,GRAD PRIJEDOR,M,90+,36
2013,Број,GRAD PRIJEDOR,Ж,90+,94
2013,Број,PRNJAVOR,Оба пола,90+,66
2013,Број,PRNJAVOR,M,90+,17
2013,Број,PRNJAVOR,Ж,90+,49
2013,Број,RIBNIK,Оба пола,90+,14
2013,Број,RIBNIK,M,90+,3
2013,Број,RIBNIK,Ж,90+,11
2013,Број,ROGATICA,Оба пола,90+,31
2013,Број,ROGATICA,M,90+,7
2013,Број,ROGATICA,Ж,90+,24
2013,Број,RUDO,Оба пола,90+,18
2013,Број,RUDO,M,90+,3
2013,Број,RUDO,Ж,90+,15
2013,Број,SRBAC,Оба пола,90+,38
2013,Број,SRBAC,M,90+,12
2013,Број,SRBAC,Ж,90+,26
2013,Број,SREBRENICA,Оба пола,90+,12
2013,Број,SREBRENICA,M,90+,3
2013,Број,SREBRENICA,Ж,90+,9
2013,Број,STANARI,Оба пола,90+,12
2013,Број,STANARI,M,90+,5
2013,Број,STANARI,Ж,90+,7
2013,Број,TESLIC,Оба пола,90+,39
2013,Број,TESLIC,M,90+,16
2013,Број,TESLIC,Ж,90+,23
2013,Број,GRAD TREBINJE,Оба пола,90+,91
2013,Број,GRAD TREBINJE,M,90+,21
2013,Број,GRAD TREBINJE,Ж,90+,70
2013,Број,UGLJEVIK,Оба пола,90+,34
2013,Број,UGLJEVIK,M,90+,10
2013,Број,UGLJEVIK,Ж,90+,24
2013,Број,FOCA,Оба пола,90+,44
2013,Број,FOCA,M,90+,10
2013,Број,FOCA,Ж,90+,34
2013,Број,HAN PIJESAK,Оба пола,90+,12
2013,Број,HAN PIJESAK,M,90+,1
2013,Број,HAN PIJESAK,Ж,90+,11
2013,Број,CAJNICE,Оба пола,90+,5
2013,Број,CAJNICE,M,90+,1
2013,Број,CAJNICE,Ж,90+,4
2013,Број,CELINAC,Оба пола,90+,20
2013,Број,CELINAC,M,90+,7
2013,Број,CELINAC,Ж,90+,13
2013,Број,SAMAC,Оба пола,90+,25
2013,Број,SAMAC,M,90+,9
2013,Број,SAMAC,Ж,90+,16
2013,Број,SEKOVICI,Оба пола,90+,6
2013,Број,SEKOVICI,M,90+,1
2013,Број,SEKOVICI,Ж,90+,5
2013,Број,SIPOVO,Оба пола,90+,34
2013,Број,SIPOVO,M,90+,12
2013,Број,SIPOVO,Ж,90+,22
2013,Број,REPUBLIKA SRPSKA,Оба пола,_T,1171179
2013,Број,REPUBLIKA SRPSKA,M,_T,572298
2013,Број,REPUBLIKA SRPSKA,Ж,_T,598881
2013,Број,GRAD BANJA LUKA,Оба пола,_T,180056
2013,Број,GRAD BANJA LUKA,M,_T,86497
2013,Број,GRAD BANJA LUKA,Ж,_T,93559
2013,Број,BERKOVICI,Оба пола,_T,2052
2013,Број,BERKOVICI,M,_T,1043
2013,Број,BERKOVICI,Ж,_T,1009
2013,Број,GRAD BIJELJINA,Оба пола,_T,103811
2013,Број,GRAD BIJELJINA,M,_T,50758
2013,Број,GRAD BIJELJINA,Ж,_T,53053
2013,Број,BILECA,Оба пола,_T,10615
2013,Број,BILECA,M,_T,5346
2013,Број,BILECA,Ж,_T,5269
2013,Број,BRATUNAC,Оба пола,_T,18628
2013,Број,BRATUNAC,M,_T,9202
2013,Број,BRATUNAC,Ж,_T,9426
2013,Број,BROD,Оба пола,_T,15709
2013,Број,BROD,M,_T,7669
2013,Број,BROD,Ж,_T,8040
2013,Број,VISEGRAD,Оба пола,_T,10137
2013,Број,VISEGRAD,M,_T,4833
2013,Број,VISEGRAD,Ж,_T,5304
2013,Број,VLASENICA,Оба пола,_T,10689
2013,Број,VLASENICA,M,_T,5212
2013,Број,VLASENICA,Ж,_T,5477
2013,Број,VUKOSAVLJE,Оба пола,_T,4365
2013,Број,VUKOSAVLJE,M,_T,2181
2013,Број,VUKOSAVLJE,Ж,_T,2184
2013,Број,GACKO,Оба пола,_T,8726
2013,Број,GACKO,M,_T,4425
2013,Број,GACKO,Ж,_T,4301
2013,Број,GRAD GRADISKA,Оба пола,_T,49252
2013,Број,GRAD GRADISKA,M,_T,23980
2013,Број,GRAD GRADISKA,Ж,_T,25272
2013,Број,GRAD DERVENTA,Оба пола,_T,25909
2013,Број,GRAD DERVENTA,M,_T,12623
2013,Број,GRAD DERVENTA,Ж,_T,13286
2013,Број,GRAD DOBOJ,Оба пола,_T,61646
2013,Број,GRAD DOBOJ,M,_T,29820
2013,Број,GRAD DOBOJ,Ж,_T,31826
2013,Број,DONJI ZABAR,Оба пола,_T,3650
2013,Број,DONJI ZABAR,M,_T,1847
2013,Број,DONJI ZABAR,Ж,_T,1803
2013,Број,GRAD ZVORNIK,Оба пола,_T,54320
2013,Број,GRAD ZVORNIK,M,_T,26769
2013,Број,GRAD ZVORNIK,Ж,_T,27551
2013,Број,ISTOCNI DRVAR,Оба пола,_T,77
2013,Број,ISTOCNI DRVAR,M,_T,52
2013,Број,ISTOCNI DRVAR,Ж,_T,25
2013,Број,ISTOCNI MOSTAR,Оба пола,_T,255
2013,Број,ISTOCNI MOSTAR,M,_T,144
2013,Број,ISTOCNI MOSTAR,Ж,_T,111
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,_T,59890
2013,Број,GRAD ISTOCNO SARAJEVO,M,_T,28830
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,_T,31060
2013,Број,ISTOCNA ILIDZA,Оба пола,_T,14448
2013,Број,ISTOCNA ILIDZA,M,_T,6911
2013,Број,ISTOCNA ILIDZA,Ж,_T,7537
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,_T,10340
2013,Број,ISTOCNO NOVO SARAJEVO,M,_T,4927
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,_T,5413
2013,Број,ISTOČNI STARI GRAD,Оба пола,_T,1134
2013,Број,ISTOČNI STARI GRAD,M,_T,566
2013,Број,ISTOČNI STARI GRAD,Ж,_T,568
2013,Број,PALE,Оба пола,_T,20346
2013,Број,PALE,M,_T,9740
2013,Број,PALE,Ж,_T,10606
2013,Број,SOKOLAC,Оба пола,_T,11641
2013,Број,SOKOLAC,M,_T,5735
2013,Број,SOKOLAC,Ж,_T,5906
2013,Број,TRNOVO,Оба пола,_T,1981
2013,Број,TRNOVO,M,_T,951
2013,Број,TRNOVO,Ж,_T,1030
2013,Број,JEZERO,Оба пола,_T,1041
2013,Број,JEZERO,M,_T,536
2013,Број,JEZERO,Ж,_T,505
2013,Број,KALINOVIK,Оба пола,_T,1971
2013,Број,KALINOVIK,M,_T,955
2013,Број,KALINOVIK,Ж,_T,1016
2013,Број,KNEZEVO,Оба пола,_T,9415
2013,Број,KNEZEVO,M,_T,4664
2013,Број,KNEZEVO,Ж,_T,4751
2013,Број,KOSTAJNICA,Оба пола,_T,5636
2013,Број,KOSTAJNICA,M,_T,2773
2013,Број,KOSTAJNICA,Ж,_T,2863
2013,Број,KOTOR VAROS,Оба пола,_T,18389
2013,Број,KOTOR VAROS,M,_T,9021
2013,Број,KOTOR VAROS,Ж,_T,9368
2013,Број,KOZARSKA DUBICA,Оба пола,_T,20739
2013,Број,KOZARSKA DUBICA,M,_T,10117
2013,Број,KOZARSKA DUBICA,Ж,_T,10622
2013,Број,KRUPA NA UNI,Оба пола,_T,1565
2013,Број,KRUPA NA UNI,M,_T,843
2013,Број,KRUPA NA UNI,Ж,_T,722
2013,Број,KUPRES,Оба пола,_T,294
2013,Број,KUPRES,M,_T,155
2013,Број,KUPRES,Ж,_T,139
2013,Број,LAKTASI,Оба пола,_T,34163
2013,Број,LAKTASI,M,_T,16882
2013,Број,LAKTASI,Ж,_T,17281
2013,Број,LOPARE,Оба пола,_T,14714
2013,Број,LOPARE,M,_T,7390
2013,Број,LOPARE,Ж,_T,7324
2013,Број,LJUBINJE,Оба пола,_T,3327
2013,Број,LJUBINJE,M,_T,1634
2013,Број,LJUBINJE,Ж,_T,1693
2013,Број,MILICI,Оба пола,_T,10453
2013,Број,MILICI,M,_T,5252
2013,Број,MILICI,Ж,_T,5201
2013,Број,MODRICA,Оба пола,_T,24533
2013,Број,MODRICA,M,_T,11995
2013,Број,MODRICA,Ж,_T,12538
2013,Број,MRKONJIC GRAD,Оба пола,_T,15995
2013,Број,MRKONJIC GRAD,M,_T,7705
2013,Број,MRKONJIC GRAD,Ж,_T,8290
2013,Број,NEVESINJE,Оба пола,_T,12561
2013,Број,NEVESINJE,M,_T,6247
2013,Број,NEVESINJE,Ж,_T,6314
2013,Број,NOVI GRAD,Оба пола,_T,25304
2013,Број,NOVI GRAD,M,_T,12600
2013,Број,NOVI GRAD,Ж,_T,12704
2013,Број,NOVO GORAZDE,Оба пола,_T,2938
2013,Број,NOVO GORAZDE,M,_T,1524
2013,Број,NOVO GORAZDE,Ж,_T,1414
2013,Број,OSMACI,Оба пола,_T,5547
2013,Број,OSMACI,M,_T,2772
2013,Број,OSMACI,Ж,_T,2775
2013,Број,OSTRA LUKA,Оба пола,_T,2715
2013,Број,OSTRA LUKA,M,_T,1396
2013,Број,OSTRA LUKA,Ж,_T,1319
2013,Број,PELAGICEVO,Оба пола,_T,4347
2013,Број,PELAGICEVO,M,_T,2148
2013,Број,PELAGICEVO,Ж,_T,2199
2013,Број,PETROVAC,Оба пола,_T,357
2013,Број,PETROVAC,M,_T,166
2013,Број,PETROVAC,Ж,_T,191
2013,Број,PETROVO,Оба пола,_T,6351
2013,Број,PETROVO,M,_T,3064
2013,Број,PETROVO,Ж,_T,3287
2013,Број,GRAD PRIJEDOR,Оба пола,_T,80947
2013,Број,GRAD PRIJEDOR,M,_T,39421
2013,Број,GRAD PRIJEDOR,Ж,_T,41526
2013,Број,PRNJAVOR,Оба пола,_T,34398
2013,Број,PRNJAVOR,M,_T,16704
2013,Број,PRNJAVOR,Ж,_T,17694
2013,Број,RIBNIK,Оба пола,_T,5873
2013,Број,RIBNIK,M,_T,2910
2013,Број,RIBNIK,Ж,_T,2963
2013,Број,ROGATICA,Оба пола,_T,10314
2013,Број,ROGATICA,M,_T,5067
2013,Број,ROGATICA,Ж,_T,5247
2013,Број,RUDO,Оба пола,_T,7577
2013,Број,RUDO,M,_T,3839
2013,Број,RUDO,Ж,_T,3738
2013,Број,SRBAC,Оба пола,_T,16940
2013,Број,SRBAC,M,_T,8301
2013,Број,SRBAC,Ж,_T,8639
2013,Број,SREBRENICA,Оба пола,_T,11819
2013,Број,SREBRENICA,M,_T,5753
2013,Број,SREBRENICA,Ж,_T,6066
2013,Број,STANARI,Оба пола,_T,6966
2013,Број,STANARI,M,_T,3454
2013,Број,STANARI,Ж,_T,3512
2013,Број,TESLIC,Оба пола,_T,37292
2013,Број,TESLIC,M,_T,17925
2013,Број,TESLIC,Ж,_T,19367
2013,Број,GRAD TREBINJE,Оба пола,_T,28239
2013,Број,GRAD TREBINJE,M,_T,13779
2013,Број,GRAD TREBINJE,Ж,_T,14460
2013,Број,UGLJEVIK,Оба пола,_T,15144
2013,Број,UGLJEVIK,M,_T,7631
2013,Број,UGLJEVIK,Ж,_T,7513
2013,Број,FOCA,Оба пола,_T,17613
2013,Број,FOCA,M,_T,8891
2013,Број,FOCA,Ж,_T,8722
2013,Број,HAN PIJESAK,Оба пола,_T,3459
2013,Број,HAN PIJESAK,M,_T,1638
2013,Број,HAN PIJESAK,Ж,_T,1821
2013,Број,CAJNICE,Оба пола,_T,4685
2013,Број,CAJNICE,M,_T,2347
2013,Број,CAJNICE,Ж,_T,2338
2013,Број,CELINAC,Оба пола,_T,15122
2013,Број,CELINAC,M,_T,7478
2013,Број,CELINAC,Ж,_T,7644
2013,Број,SAMAC,Оба пола,_T,16319
2013,Број,SAMAC,M,_T,7917
2013,Број,SAMAC,Ж,_T,8402
2013,Број,SEKOVICI,Оба пола,_T,6346
