Year,UNIT_MEASURE,Administrativno područje,Pol,Education,Value
2013,Broj,Grad Zvornik,M,first_degree,716
2013,Broj,Grad Zvornik,Ž,first_degree,567
2013,Broj,Istočna Ilidža,Oba pola,first_degree,513
2013,Broj,Istočna Ilidža,M,first_degree,315
2013,Broj,Istočna Ilidža,Ž,first_degree,198
2013,Broj,Istočni Drvar,Oba pola,first_degree,5
2013,Broj,Istočni Drvar,M,first_degree,5
2013,Broj,Istočni Drvar,Ž,first_degree,0
2013,Broj,Istočni Mostar,Oba pola,first_degree,2
2013,Broj,Istočni Mostar,M,first_degree,2
2013,Broj,Istočni Mostar,Ž,first_degree,0
2013,Broj,Istočni Stari Grad,Oba pola,first_degree,27
2013,Broj,Istočni Stari Grad,M,first_degree,14
2013,Broj,Istočni Stari Grad,Ž,first_degree,13
2013,Broj,Istočno Novo Sarajevo,Oba pola,first_degree,375
2013,Broj,Istočno Novo Sarajevo,M,first_degree,225
2013,Broj,Istočno Novo Sarajevo,Ž,first_degree,150
2013,Broj,Jezero,Oba pola,first_degree,16
2013,Broj,Jezero,M,first_degree,10
2013,Broj,Jezero,Ž,first_degree,6
2013,Broj,Kalinovik,Oba pola,first_degree,58
2013,Broj,Kalinovik,M,first_degree,41
2013,Broj,Kalinovik,Ž,first_degree,17
2013,Broj,Kneževo,Oba pola,first_degree,125
2013,Broj,Kneževo,M,first_degree,93
2013,Broj,Kneževo,Ž,first_degree,32
2013,Broj,Kozarska Dubica,Oba pola,first_degree,644
2013,Broj,Kozarska Dubica,M,first_degree,345
2013,Broj,Kozarska Dubica,Ž,first_degree,299
2013,Broj,Kostajnica,Oba pola,first_degree,206
2013,Broj,Kostajnica,M,first_degree,94
2013,Broj,Kostajnica,Ž,first_degree,112
2013,Broj,Kotor Varoš,Oba pola,first_degree,225
2013,Broj,Kotor Varoš,M,first_degree,144
2013,Broj,Kotor Varoš,Ž,first_degree,81
2013,Broj,Krupa Na Uni,Oba pola,first_degree,11
2013,Broj,Krupa Na Uni,M,first_degree,6
2013,Broj,Krupa Na Uni,Ž,first_degree,5
2013,Broj,Kupres,Oba pola,first_degree,2
2013,Broj,Kupres,M,first_degree,2
2013,Broj,Kupres,Ž,first_degree,0
2013,Broj,Laktaši,Oba pola,first_degree,822
2013,Broj,Laktaši,M,first_degree,462
2013,Broj,Laktaši,Ž,first_degree,360
2013,Broj,Lopare,Oba pola,first_degree,217
2013,Broj,Lopare,M,first_degree,133
2013,Broj,Lopare,Ž,first_degree,84
2013,Broj,Ljubinje,Oba pola,first_degree,126
2013,Broj,Ljubinje,M,first_degree,69
2013,Broj,Ljubinje,Ž,first_degree,57
2013,Broj,Milići,Oba pola,first_degree,213
2013,Broj,Milići,M,first_degree,113
2013,Broj,Milići,Ž,first_degree,100
2013,Broj,Modriča,Oba pola,first_degree,483
2013,Broj,Modriča,M,first_degree,303
2013,Broj,Modriča,Ž,first_degree,180
2013,Broj,Mrkonjić Grad,Oba pola,first_degree,350
2013,Broj,Mrkonjić Grad,M,first_degree,204
2013,Broj,Mrkonjić Grad,Ž,first_degree,146
2013,Broj,Nevesinje,Oba pola,first_degree,384
2013,Broj,Nevesinje,M,first_degree,236
2013,Broj,Nevesinje,Ž,first_degree,148
2013,Broj,Novi Grad,Oba pola,first_degree,714
2013,Broj,Novi Grad,M,first_degree,366
2013,Broj,Novi Grad,Ž,first_degree,348
2013,Broj,Novo Goražde,Oba pola,first_degree,48
2013,Broj,Novo Goražde,M,first_degree,39
2013,Broj,Novo Goražde,Ž,first_degree,9
2013,Broj,Osmaci,Oba pola,first_degree,65
2013,Broj,Osmaci,M,first_degree,48
2013,Broj,Osmaci,Ž,first_degree,17
2013,Broj,Oštra Luka,Oba pola,first_degree,36
2013,Broj,Oštra Luka,M,first_degree,16
2013,Broj,Oštra Luka,Ž,first_degree,20
2013,Broj,Pale,Oba pola,first_degree,645
2013,Broj,Pale,M,first_degree,389
2013,Broj,Pale,Ž,first_degree,256
2013,Broj,Pelagićevo,Oba pola,first_degree,81
2013,Broj,Pelagićevo,M,first_degree,44
2013,Broj,Pelagićevo,Ž,first_degree,37
2013,Broj,Petrovac,Oba pola,first_degree,11
2013,Broj,Petrovac,M,first_degree,6
2013,Broj,Petrovac,Ž,first_degree,5
2013,Broj,Petrovo,Oba pola,first_degree,166
2013,Broj,Petrovo,M,first_degree,109
2013,Broj,Petrovo,Ž,first_degree,57
2013,Broj,Grad Prijedor,Oba pola,first_degree,2448
2013,Broj,Grad Prijedor,M,first_degree,1252
2013,Broj,Grad Prijedor,Ž,first_degree,1196
2013,Broj,Prnjavor,Oba pola,first_degree,670
2013,Broj,Prnjavor,M,first_degree,388
2013,Broj,Prnjavor,Ž,first_degree,282
2013,Broj,Ribnik,Oba pola,first_degree,99
2013,Broj,Ribnik,M,first_degree,68
2013,Broj,Ribnik,Ž,first_degree,31
2013,Broj,Rogatica,Oba pola,first_degree,315
2013,Broj,Rogatica,M,first_degree,209
2013,Broj,Rogatica,Ž,first_degree,106
2013,Broj,Rudo,Oba pola,first_degree,277
2013,Broj,Rudo,M,first_degree,175
2013,Broj,Rudo,Ž,first_degree,102
2013,Broj,Sokolac,Oba pola,first_degree,393
2013,Broj,Sokolac,M,first_degree,237
2013,Broj,Sokolac,Ž,first_degree,156
2013,Broj,Srbac,Oba pola,first_degree,342
2013,Broj,Srbac,M,first_degree,232
2013,Broj,Srbac,Ž,first_degree,110
2013,Broj,Srebrenica,Oba pola,first_degree,290
2013,Broj,Srebrenica,M,first_degree,171
2013,Broj,Srebrenica,Ž,first_degree,119
2013,Broj,Teslić,Oba pola,first_degree,577
2013,Broj,Teslić,M,first_degree,335
2013,Broj,Teslić,Ž,first_degree,242
2013,Broj,Grad Trebinje,Oba pola,first_degree,1442
2013,Broj,Grad Trebinje,M,first_degree,806
2013,Broj,Grad Trebinje,Ž,first_degree,636
2013,Broj,Trnovo,Oba pola,first_degree,52
2013,Broj,Trnovo,M,first_degree,37
2013,Broj,Trnovo,Ž,first_degree,15
2013,Broj,Ugljevik,Oba pola,first_degree,252
2013,Broj,Ugljevik,M,first_degree,156
2013,Broj,Ugljevik,Ž,first_degree,96
2013,Broj,Foča,Oba pola,first_degree,510
2013,Broj,Foča,M,first_degree,334
2013,Broj,Foča,Ž,first_degree,176
2013,Broj,Han Pijesak,Oba pola,first_degree,110
2013,Broj,Han Pijesak,M,first_degree,67
2013,Broj,Han Pijesak,Ž,first_degree,43
2013,Broj,Čajniče,Oba pola,first_degree,75
2013,Broj,Čajniče,M,first_degree,48
2013,Broj,Čajniče,Ž,first_degree,27
2013,Broj,Čelinac,Oba pola,first_degree,293
2013,Broj,Čelinac,M,first_degree,186
2013,Broj,Čelinac,Ž,first_degree,107
2013,Broj,Šamac,Oba pola,first_degree,478
2013,Broj,Šamac,M,first_degree,265
2013,Broj,Šamac,Ž,first_degree,213
2013,Broj,Šekovići,Oba pola,first_degree,136
2013,Broj,Šekovići,M,first_degree,76
2013,Broj,Šekovići,Ž,first_degree,60
2013,Broj,Šipovo,Oba pola,first_degree,191
2013,Broj,Šipovo,M,first_degree,121
2013,Broj,Šipovo,Ž,first_degree,70
2013,Broj,Republika Srpska,Oba pola,university_degree,87036
2013,Broj,Republika Srpska,M,university_degree,42562
2013,Broj,Republika Srpska,Ž,university_degree,44474
2013,Broj,Grad Banja Luka,Oba pola,university_degree,25924
2013,Broj,Grad Banja Luka,M,university_degree,12201
2013,Broj,Grad Banja Luka,Ž,university_degree,13723
2013,Broj,Berkovići,Oba pola,university_degree,92
2013,Broj,Berkovići,M,university_degree,51
2013,Broj,Berkovići,Ž,university_degree,41
2013,Broj,Grad Bijeljina,Oba pola,university_degree,8088
2013,Broj,Grad Bijeljina,M,university_degree,3846
2013,Broj,Grad Bijeljina,Ž,university_degree,4242
2013,Broj,Bileća,Oba pola,university_degree,791
2013,Broj,Bileća,M,university_degree,443
2013,Broj,Bileća,Ž,university_degree,348
2013,Broj,Bratunac,Oba pola,university_degree,1014
2013,Broj,Bratunac,M,university_degree,515
2013,Broj,Bratunac,Ž,university_degree,499
2013,Broj,Brod,Oba pola,university_degree,801
2013,Broj,Brod,M,university_degree,389
2013,Broj,Brod,Ž,university_degree,412
2013,Broj,Višegrad,Oba pola,university_degree,818
2013,Broj,Višegrad,M,university_degree,410
2013,Broj,Višegrad,Ž,university_degree,408
2013,Broj,Vlasenica,Oba pola,university_degree,641
2013,Broj,Vlasenica,M,university_degree,316
2013,Broj,Vlasenica,Ž,university_degree,325
2013,Broj,Vukosavlje,Oba pola,university_degree,97
2013,Broj,Vukosavlje,M,university_degree,55
2013,Broj,Vukosavlje,Ž,university_degree,42
2013,Broj,Gacko,Oba pola,university_degree,812
2013,Broj,Gacko,M,university_degree,413
2013,Broj,Gacko,Ž,university_degree,399
2013,Broj,Grad Gradiška,Oba pola,university_degree,2538
2013,Broj,Grad Gradiška,M,university_degree,1270
2013,Broj,Grad Gradiška,Ž,university_degree,1268
2013,Broj,Grad Derventa,Oba pola,university_degree,1242
2013,Broj,Grad Derventa,M,university_degree,598
2013,Broj,Grad Derventa,Ž,university_degree,644
2013,Broj,Grad Doboj,Oba pola,university_degree,4634
2013,Broj,Grad Doboj,M,university_degree,2420
2013,Broj,Grad Doboj,Ž,university_degree,2214
2013,Broj,Donji Žabar,Oba pola,university_degree,100
2013,Broj,Donji Žabar,M,university_degree,59
2013,Broj,Donji Žabar,Ž,university_degree,41
2013,Broj,Grad Zvornik,Oba pola,university_degree,2964
2013,Broj,Grad Zvornik,M,university_degree,1529
2013,Broj,Grad Zvornik,Ž,university_degree,1435
2013,Broj,Istočna Ilidža,Oba pola,university_degree,1844
2013,Broj,Istočna Ilidža,M,university_degree,802
2013,Broj,Istočna Ilidža,Ž,university_degree,1042
2013,Broj,Istočni Drvar,Oba pola,university_degree,10
2013,Broj,Istočni Drvar,M,university_degree,8
2013,Broj,Istočni Drvar,Ž,university_degree,2
2013,Broj,Istočni Mostar,Oba pola,university_degree,14
2013,Broj,Istočni Mostar,M,university_degree,7
2013,Broj,Istočni Mostar,Ž,university_degree,7
2013,Broj,Istočni Stari Grad,Oba pola,university_degree,53
2013,Broj,Istočni Stari Grad,M,university_degree,21
2013,Broj,Istočni Stari Grad,Ž,university_degree,32
2013,Broj,Istočno Novo Sarajevo,Oba pola,university_degree,1563
2013,Broj,Istočno Novo Sarajevo,M,university_degree,745
2013,Broj,Istočno Novo Sarajevo,Ž,university_degree,818
2013,Broj,Jezero,Oba pola,university_degree,30
2013,Broj,Jezero,M,university_degree,19
2013,Broj,Jezero,Ž,university_degree,11
2013,Broj,Kalinovik,Oba pola,university_degree,147
2013,Broj,Kalinovik,M,university_degree,85
2013,Broj,Kalinovik,Ž,university_degree,62
2013,Broj,Kneževo,Oba pola,university_degree,334
2013,Broj,Kneževo,M,university_degree,188
2013,Broj,Kneževo,Ž,university_degree,146
2013,Broj,Kozarska Dubica,Oba pola,university_degree,999
2013,Broj,Kozarska Dubica,M,university_degree,501
2013,Broj,Kozarska Dubica,Ž,university_degree,498
2013,Broj,Kostajnica,Oba pola,university_degree,281
2013,Broj,Kostajnica,M,university_degree,134
2013,Broj,Kostajnica,Ž,university_degree,147
2013,Broj,Kotor Varoš,Oba pola,university_degree,767
2013,Broj,Kotor Varoš,M,university_degree,408
2013,Broj,Kotor Varoš,Ž,university_degree,359
2013,Broj,Krupa Na Uni,Oba pola,university_degree,13
2013,Broj,Krupa Na Uni,M,university_degree,7
2013,Broj,Krupa Na Uni,Ž,university_degree,6
2013,Broj,Kupres,Oba pola,university_degree,4
2013,Broj,Kupres,M,university_degree,3
2013,Broj,Kupres,Ž,university_degree,1
2013,Broj,Laktaši,Oba pola,university_degree,1729
2013,Broj,Laktaši,M,university_degree,829
2013,Broj,Laktaši,Ž,university_degree,900
2013,Broj,Lopare,Oba pola,university_degree,560
2013,Broj,Lopare,M,university_degree,264
2013,Broj,Lopare,Ž,university_degree,296
2013,Broj,Ljubinje,Oba pola,university_degree,255
2013,Broj,Ljubinje,M,university_degree,145
2013,Broj,Ljubinje,Ž,university_degree,110
2013,Broj,Milići,Oba pola,university_degree,573
2013,Broj,Milići,M,university_degree,295
2013,Broj,Milići,Ž,university_degree,278
2013,Broj,Modriča,Oba pola,university_degree,1186
2013,Broj,Modriča,M,university_degree,605
2013,Broj,Modriča,Ž,university_degree,581
2013,Broj,Mrkonjić Grad,Oba pola,university_degree,832
2013,Broj,Mrkonjić Grad,M,university_degree,410
2013,Broj,Mrkonjić Grad,Ž,university_degree,422
2013,Broj,Nevesinje,Oba pola,university_degree,856
2013,Broj,Nevesinje,M,university_degree,459
2013,Broj,Nevesinje,Ž,university_degree,397
2013,Broj,Novi Grad,Oba pola,university_degree,1243
2013,Broj,Novi Grad,M,university_degree,602
2013,Broj,Novi Grad,Ž,university_degree,641
2013,Broj,Novo Goražde,Oba pola,university_degree,145
2013,Broj,Novo Goražde,M,university_degree,71
2013,Broj,Novo Goražde,Ž,university_degree,74
2013,Broj,Osmaci,Oba pola,university_degree,235
2013,Broj,Osmaci,M,university_degree,148
2013,Broj,Osmaci,Ž,university_degree,87
2013,Broj,Oštra Luka,Oba pola,university_degree,55
2013,Broj,Oštra Luka,M,university_degree,24
2013,Broj,Oštra Luka,Ž,university_degree,31
2013,Broj,Pale,Oba pola,university_degree,2538
2013,Broj,Pale,M,university_degree,1148
2013,Broj,Pale,Ž,university_degree,1390
2013,Broj,Pelagićevo,Oba pola,university_degree,94
2013,Broj,Pelagićevo,M,university_degree,53
2013,Broj,Pelagićevo,Ž,university_degree,41
2013,Broj,Petrovac,Oba pola,university_degree,26
2013,Broj,Petrovac,M,university_degree,13
2013,Broj,Petrovac,Ž,university_degree,13
2013,Broj,Petrovo,Oba pola,university_degree,259
2013,Broj,Petrovo,M,university_degree,134
2013,Broj,Petrovo,Ž,university_degree,125
2013,Broj,Grad Prijedor,Oba pola,university_degree,4646
2013,Broj,Grad Prijedor,M,university_degree,2220
2013,Broj,Grad Prijedor,Ž,university_degree,2426
2013,Broj,Prnjavor,Oba pola,university_degree,1336
2013,Broj,Prnjavor,M,university_degree,627
2013,Broj,Prnjavor,Ž,university_degree,709
2013,Broj,Ribnik,Oba pola,university_degree,195
2013,Broj,Ribnik,M,university_degree,108
2013,Broj,Ribnik,Ž,university_degree,87
2013,Broj,Rogatica,Oba pola,university_degree,702
2013,Broj,Rogatica,M,university_degree,354
2013,Broj,Rogatica,Ž,university_degree,348
2013,Broj,Rudo,Oba pola,university_degree,454
2013,Broj,Rudo,M,university_degree,232
2013,Broj,Rudo,Ž,university_degree,222
2013,Broj,Sokolac,Oba pola,university_degree,1113
2013,Broj,Sokolac,M,university_degree,529
2013,Broj,Sokolac,Ž,university_degree,584
2013,Broj,Srbac,Oba pola,university_degree,798
2013,Broj,Srbac,M,university_degree,410
2013,Broj,Srbac,Ž,university_degree,388
2013,Broj,Srebrenica,Oba pola,university_degree,741
2013,Broj,Srebrenica,M,university_degree,395
2013,Broj,Srebrenica,Ž,university_degree,346
2013,Broj,Teslić,Oba pola,university_degree,1351
2013,Broj,Teslić,M,university_degree,689
2013,Broj,Teslić,Ž,university_degree,662
2013,Broj,Grad Trebinje,Oba pola,university_degree,3262
2013,Broj,Grad Trebinje,M,university_degree,1642
2013,Broj,Grad Trebinje,Ž,university_degree,1620
2013,Broj,Trnovo,Oba pola,university_degree,139
2013,Broj,Trnovo,M,university_degree,66
2013,Broj,Trnovo,Ž,university_degree,73
2013,Broj,Ugljevik,Oba pola,university_degree,903
2013,Broj,Ugljevik,M,university_degree,443
2013,Broj,Ugljevik,Ž,university_degree,460
2013,Broj,Foča,Oba pola,university_degree,1422
2013,Broj,Foča,M,university_degree,757
2013,Broj,Foča,Ž,university_degree,665
2013,Broj,Han Pijesak,Oba pola,university_degree,274
2013,Broj,Han Pijesak,M,university_degree,138
2013,Broj,Han Pijesak,Ž,university_degree,136
2013,Broj,Čajniče,Oba pola,university_degree,280
2013,Broj,Čajniče,M,university_degree,152
2013,Broj,Čajniče,Ž,university_degree,128
2013,Broj,Čelinac,Oba pola,university_degree,618
2013,Broj,Čelinac,M,university_degree,290
2013,Broj,Čelinac,Ž,university_degree,328
2013,Broj,Šamac,Oba pola,university_degree,911
2013,Broj,Šamac,M,university_degree,494
2013,Broj,Šamac,Ž,university_degree,417
2013,Broj,Šekovići,Oba pola,university_degree,267
2013,Broj,Šekovići,M,university_degree,144
2013,Broj,Šekovići,Ž,university_degree,123
2013,Broj,Šipovo,Oba pola,university_degree,423
2013,Broj,Šipovo,M,university_degree,229
2013,Broj,Šipovo,Ž,university_degree,194
