Year,UNIT_MEASURE,Pol,Starosna dob,Value
2065,Broj,M,108,9
2065,Broj,M,109,6
2065,Broj,M,110,3
2065,Broj,M,111,2
2065,Broj,M,112,1
2065,Broj,M,113,0
2065,Broj,M,114,0
2065,Broj,M,115,0
2065,Broj,M,116,0
2065,Broj,M,117,0
2065,Broj,M,118,0
2065,Broj,M,119,0
2065,Broj,M,120+,0
2070,Broj,M,Ukupno,385806
2070,Broj,M,0,2828
2070,Broj,M,1,2856
2070,Broj,M,2,2885
2070,Broj,M,3,2914
2070,Broj,M,4,2943
2070,Broj,M,5,2973
2070,Broj,M,6,3005
2070,Broj,M,7,3037
2070,Broj,M,8,3067
2070,Broj,M,9,3098
2070,Broj,M,10,3128
2070,Broj,M,11,3158
2070,Broj,M,12,3189
2070,Broj,M,13,3219
2070,Broj,M,14,3248
2070,Broj,M,15,3277
2070,Broj,M,16,3306
2070,Broj,M,17,3336
2070,Broj,M,18,3362
2070,Broj,M,19,3391
2070,Broj,M,20,3425
2070,Broj,M,21,3456
2070,Broj,M,22,3490
2070,Broj,M,23,3527
2070,Broj,M,24,3568
2070,Broj,M,25,3612
2070,Broj,M,26,3655
2070,Broj,M,27,3698
2070,Broj,M,28,3742
2070,Broj,M,29,3788
2070,Broj,M,30,3835
2070,Broj,M,31,3880
2070,Broj,M,32,3925
2070,Broj,M,33,3973
2070,Broj,M,34,4022
2070,Broj,M,35,4073
2070,Broj,M,36,4125
2070,Broj,M,37,4176
2070,Broj,M,38,4227
2070,Broj,M,39,4278
2070,Broj,M,40,4329
2070,Broj,M,41,4376
2070,Broj,M,42,4424
2070,Broj,M,43,4471
2070,Broj,M,44,4519
2070,Broj,M,45,4567
2070,Broj,M,46,4614
2070,Broj,M,47,4661
2070,Broj,M,48,4708
2070,Broj,M,49,4753
2070,Broj,M,50,4796
2070,Broj,M,51,4832
2070,Broj,M,52,4984
2070,Broj,M,53,4854
2070,Broj,M,54,4892
2070,Broj,M,55,4784
2070,Broj,M,56,4830
2070,Broj,M,57,4838
2070,Broj,M,58,5173
2070,Broj,M,59,5152
2070,Broj,M,60,5274
2070,Broj,M,61,5575
2070,Broj,M,62,5347
2070,Broj,M,63,5089
2070,Broj,M,64,5020
2070,Broj,M,65,5052
2070,Broj,M,66,5099
2070,Broj,M,67,4973
2070,Broj,M,68,5007
2070,Broj,M,69,5207
2070,Broj,M,70,5087
2070,Broj,M,71,5001
2070,Broj,M,72,5316
2070,Broj,M,73,5856
2070,Broj,M,74,5593
2070,Broj,M,75,5552
2070,Broj,M,76,5311
2070,Broj,M,77,4328
2070,Broj,M,78,4293
2070,Broj,M,79,4668
2070,Broj,M,80,4382
2070,Broj,M,81,4213
2070,Broj,M,82,4249
2070,Broj,M,83,3955
2070,Broj,M,84,3713
2070,Broj,M,85,3635
2070,Broj,M,86,3438
2070,Broj,M,87,3192
2070,Broj,M,88,2869
2070,Broj,M,89,2577
2070,Broj,M,90,2303
2070,Broj,M,91,2003
2070,Broj,M,92,1780
2070,Broj,M,93,1522
2070,Broj,M,94,1360
2070,Broj,M,95,1094
2070,Broj,M,96,875
2070,Broj,M,97,704
2070,Broj,M,98,567
2070,Broj,M,99,425
2070,Broj,M,100,297
2070,Broj,M,101,236
2070,Broj,M,102,167
2070,Broj,M,103,123
2070,Broj,M,104,85
2070,Broj,M,105,59
2070,Broj,M,106,35
2070,Broj,M,107,21
2070,Broj,M,108,13
2070,Broj,M,109,7
2070,Broj,M,110,4
2070,Broj,M,111,2
2070,Broj,M,112,1
2070,Broj,M,113,0
2070,Broj,M,114,0
2070,Broj,M,115,0
2070,Broj,M,116,0
2070,Broj,M,117,0
2070,Broj,M,118,0
2070,Broj,M,119,0
2070,Broj,M,120+,0
2019,Broj,Ž,Ukupno,583151
2019,Broj,Ž,0,4544
2019,Broj,Ž,1,4560
2019,Broj,Ž,2,4445
2019,Broj,Ž,3,4513
2019,Broj,Ž,4,4504
2019,Broj,Ž,5,4512
2019,Broj,Ž,6,4636
2019,Broj,Ž,7,5185
2019,Broj,Ž,8,5068
2019,Broj,Ž,9,5414
2019,Broj,Ž,10,5441
2019,Broj,Ž,11,5391
2019,Broj,Ž,12,5295
2019,Broj,Ž,13,5253
2019,Broj,Ž,14,5247
2019,Broj,Ž,15,5231
2019,Broj,Ž,16,5320
2019,Broj,Ž,17,5335
2019,Broj,Ž,18,5546
2019,Broj,Ž,19,5756
2019,Broj,Ž,20,5708
2019,Broj,Ž,21,6216
2019,Broj,Ž,22,6977
2019,Broj,Ž,23,6958
2019,Broj,Ž,24,7209
2019,Broj,Ž,25,6717
2019,Broj,Ž,26,5416
2019,Broj,Ž,27,5588
2019,Broj,Ž,28,6625
2019,Broj,Ž,29,6535
2019,Broj,Ž,30,6796
2019,Broj,Ž,31,7151
2019,Broj,Ž,32,7325
2019,Broj,Ž,33,7518
2019,Broj,Ž,34,7495
2019,Broj,Ž,35,7767
2019,Broj,Ž,36,7946
2019,Broj,Ž,37,7984
2019,Broj,Ž,38,7922
2019,Broj,Ž,39,7980
2019,Broj,Ž,40,7876
2019,Broj,Ž,41,7751
2019,Broj,Ž,42,7925
2019,Broj,Ž,43,8190
2019,Broj,Ž,44,7871
2019,Broj,Ž,45,7485
2019,Broj,Ž,46,7567
2019,Broj,Ž,47,7618
2019,Broj,Ž,48,7448
2019,Broj,Ž,49,6961
2019,Broj,Ž,50,7241
2019,Broj,Ž,51,7610
2019,Broj,Ž,52,7898
2019,Broj,Ž,53,8240
2019,Broj,Ž,54,8611
2019,Broj,Ž,55,8288
2019,Broj,Ž,56,8616
2019,Broj,Ž,57,9077
2019,Broj,Ž,58,9028
2019,Broj,Ž,59,9202
2019,Broj,Ž,60,9295
2019,Broj,Ž,61,9543
2019,Broj,Ž,62,8646
2019,Broj,Ž,63,9508
2019,Broj,Ž,64,9277
2019,Broj,Ž,65,9923
2019,Broj,Ž,66,9206
2019,Broj,Ž,67,9725
2019,Broj,Ž,68,7660
2019,Broj,Ž,69,8456
2019,Broj,Ž,70,8119
2019,Broj,Ž,71,7290
2019,Broj,Ž,72,7089
2019,Broj,Ž,73,6400
2019,Broj,Ž,74,4660
2019,Broj,Ž,75,4508
2019,Broj,Ž,76,4709
2019,Broj,Ž,77,4568
2019,Broj,Ž,78,5051
2019,Broj,Ž,79,5485
2019,Broj,Ž,80,4996
2019,Broj,Ž,81,4604
2019,Broj,Ž,82,4236
2019,Broj,Ž,83,3738
2019,Broj,Ž,84,3144
2019,Broj,Ž,85,2729
2019,Broj,Ž,86,2291
2019,Broj,Ž,87,1729
2019,Broj,Ž,88,1299
2019,Broj,Ž,89,1187
2019,Broj,Ž,90,797
2019,Broj,Ž,91,613
2019,Broj,Ž,92,385
2019,Broj,Ž,93,237
2019,Broj,Ž,94,171
2019,Broj,Ž,95,97
2019,Broj,Ž,96,75
2019,Broj,Ž,97,60
2019,Broj,Ž,98,35
2019,Broj,Ž,99,28
2019,Broj,Ž,100,12
2019,Broj,Ž,101,16
2019,Broj,Ž,102,10
2019,Broj,Ž,103,5
2019,Broj,Ž,104,3
2019,Broj,Ž,105,2
2019,Broj,Ž,106,1
2019,Broj,Ž,107,0
2019,Broj,Ž,108,0
2019,Broj,Ž,109,0
2019,Broj,Ž,110,0
2019,Broj,Ž,111,0
2019,Broj,Ž,112,0
2019,Broj,Ž,113,0
2019,Broj,Ž,114,0
2019,Broj,Ž,115,0
2019,Broj,Ž,116,0
2019,Broj,Ž,117,0
2019,Broj,Ž,118,0
2019,Broj,Ž,119,0
2019,Broj,Ž,120+,0
2020,Broj,Ž,Ukupno,580582
2020,Broj,Ž,0,4490
2020,Broj,Ž,1,4544
2020,Broj,Ž,2,4561
2020,Broj,Ž,3,4446
2020,Broj,Ž,4,4513
2020,Broj,Ž,5,4504
2020,Broj,Ž,6,4515
2020,Broj,Ž,7,4639
2020,Broj,Ž,8,5184
2020,Broj,Ž,9,5067
2020,Broj,Ž,10,5413
2020,Broj,Ž,11,5440
2020,Broj,Ž,12,5390
2020,Broj,Ž,13,5295
2020,Broj,Ž,14,5252
2020,Broj,Ž,15,5246
2020,Broj,Ž,16,5230
2020,Broj,Ž,17,5320
2020,Broj,Ž,18,5326
2020,Broj,Ž,19,5536
2020,Broj,Ž,20,5754
2020,Broj,Ž,21,5708
2020,Broj,Ž,22,6216
2020,Broj,Ž,23,6976
2020,Broj,Ž,24,6954
2020,Broj,Ž,25,7199
2020,Broj,Ž,26,6705
2020,Broj,Ž,27,5407
2020,Broj,Ž,28,5586
2020,Broj,Ž,29,6624
2020,Broj,Ž,30,6534
2020,Broj,Ž,31,6796
2020,Broj,Ž,32,7151
2020,Broj,Ž,33,7325
2020,Broj,Ž,34,7518
2020,Broj,Ž,35,7494
2020,Broj,Ž,36,7765
2020,Broj,Ž,37,7944
2020,Broj,Ž,38,7982
2020,Broj,Ž,39,7918
2020,Broj,Ž,40,7975
2020,Broj,Ž,41,7870
2020,Broj,Ž,42,7744
2020,Broj,Ž,43,7918
2020,Broj,Ž,44,8181
2020,Broj,Ž,45,7861
2020,Broj,Ž,46,7475
2020,Broj,Ž,47,7555
2020,Broj,Ž,48,7604
2020,Broj,Ž,49,7434
2020,Broj,Ž,50,6947
2020,Broj,Ž,51,7224
2020,Broj,Ž,52,7591
2020,Broj,Ž,53,7877
2020,Broj,Ž,54,8215
2020,Broj,Ž,55,8580
2020,Broj,Ž,56,8254
2020,Broj,Ž,57,8578
2020,Broj,Ž,58,9036
2020,Broj,Ž,59,8985
2020,Broj,Ž,60,9155
2020,Broj,Ž,61,9242
2020,Broj,Ž,62,9482
2020,Broj,Ž,63,8586
2020,Broj,Ž,64,9435
2020,Broj,Ž,65,9199
2020,Broj,Ž,66,9831
2020,Broj,Ž,67,9112
2020,Broj,Ž,68,9611
2020,Broj,Ž,69,7557
2020,Broj,Ž,70,8324
2020,Broj,Ž,71,7974
2020,Broj,Ž,72,7140
2020,Broj,Ž,73,6921
2020,Broj,Ž,74,6226
2020,Broj,Ž,75,4516
2020,Broj,Ž,76,4348
2020,Broj,Ž,77,4518
2020,Broj,Ž,78,4357
2020,Broj,Ž,79,4785
2020,Broj,Ž,80,5155
2020,Broj,Ž,81,4655
2020,Broj,Ž,82,4248
2020,Broj,Ž,83,3866
2020,Broj,Ž,84,3371
2020,Broj,Ž,85,2798
2020,Broj,Ž,86,2394
2020,Broj,Ž,87,1976
2020,Broj,Ž,88,1465
2020,Broj,Ž,89,1079
2020,Broj,Ž,90,964
2020,Broj,Ž,91,633
2020,Broj,Ž,92,474
2020,Broj,Ž,93,290
2020,Broj,Ž,94,174
2020,Broj,Ž,95,122
2020,Broj,Ž,96,67
2020,Broj,Ž,97,50
2020,Broj,Ž,98,39
2020,Broj,Ž,99,22
2020,Broj,Ž,100,17
2020,Broj,Ž,101,7
2020,Broj,Ž,102,9
2020,Broj,Ž,103,6
2020,Broj,Ž,104,3
2020,Broj,Ž,105,1
2020,Broj,Ž,106,1
2020,Broj,Ž,107,0
2020,Broj,Ž,108,0
2020,Broj,Ž,109,0
2020,Broj,Ž,110,0
2020,Broj,Ž,111,0
2020,Broj,Ž,112,0
2020,Broj,Ž,113,0
2020,Broj,Ž,114,0
2020,Broj,Ž,115,0
2020,Broj,Ž,116,0
2020,Broj,Ž,117,0
2020,Broj,Ž,118,0
2020,Broj,Ž,119,0
2020,Broj,Ž,120+,0
2025,Broj,Ž,Ukupno,566834
2025,Broj,Ž,0,4226
2025,Broj,Ž,1,4277
2025,Broj,Ž,2,4330
2025,Broj,Ž,3,4385
2025,Broj,Ž,4,4439
2025,Broj,Ž,5,4493
2025,Broj,Ž,6,4549
2025,Broj,Ž,7,4568
2025,Broj,Ž,8,4452
2025,Broj,Ž,9,4518
2025,Broj,Ž,10,4508
2025,Broj,Ž,11,4517
2025,Broj,Ž,12,4637
2025,Broj,Ž,13,5181
2025,Broj,Ž,14,5064
2025,Broj,Ž,15,5409
2025,Broj,Ž,16,5436
2025,Broj,Ž,17,5387
2025,Broj,Ž,18,5284
2025,Broj,Ž,19,5234
2025,Broj,Ž,20,5229
2025,Broj,Ž,21,5217
2025,Broj,Ž,22,5311
2025,Broj,Ž,23,5330
2025,Broj,Ž,24,5550
2025,Broj,Ž,25,5764
