Year,UNIT_MEASURE,Municipality,Spol,AGE,Value
2013,Broj,kalinovik,Ž,70-74,91
2013,Broj,knezevo,Oba spola,70-74,468
2013,Broj,knezevo,M,70-74,212
2013,Broj,knezevo,Ž,70-74,256
2013,Broj,kozarska_dubica,Oba spola,70-74,1079
2013,Broj,kozarska_dubica,M,70-74,427
2013,Broj,kozarska_dubica,Ž,70-74,652
2013,Broj,kostajnica,Oba spola,70-74,245
2013,Broj,kostajnica,M,70-74,107
2013,Broj,kostajnica,Ž,70-74,138
2013,Broj,kotor_varos,Oba spola,70-74,682
2013,Broj,kotor_varos,M,70-74,293
2013,Broj,kotor_varos,Ž,70-74,389
2013,Broj,krupa_na_uni,Oba spola,70-74,99
2013,Broj,krupa_na_uni,M,70-74,42
2013,Broj,krupa_na_uni,Ž,70-74,57
2013,Broj,kupres,Oba spola,70-74,44
2013,Broj,kupres,M,70-74,18
2013,Broj,kupres,Ž,70-74,26
2013,Broj,laktasi,Oba spola,70-74,1495
2013,Broj,laktasi,M,70-74,678
2013,Broj,laktasi,Ž,70-74,817
2013,Broj,lopare,Oba spola,70-74,716
2013,Broj,lopare,M,70-74,298
2013,Broj,lopare,Ž,70-74,418
2013,Broj,ljubinje,Oba spola,70-74,161
2013,Broj,ljubinje,M,70-74,68
2013,Broj,ljubinje,Ž,70-74,93
2013,Broj,milici,Oba spola,70-74,255
2013,Broj,milici,M,70-74,104
2013,Broj,milici,Ž,70-74,151
2013,Broj,modrica,Oba spola,70-74,1300
2013,Broj,modrica,M,70-74,574
2013,Broj,modrica,Ž,70-74,726
2013,Broj,mrkonjic_grad,Oba spola,70-74,787
2013,Broj,mrkonjic_grad,M,70-74,341
2013,Broj,mrkonjic_grad,Ž,70-74,446
2013,Broj,nevesinje,Oba spola,70-74,675
2013,Broj,nevesinje,M,70-74,273
2013,Broj,nevesinje,Ž,70-74,402
2013,Broj,novi_grad,Oba spola,70-74,1222
2013,Broj,novi_grad,M,70-74,532
2013,Broj,novi_grad,Ž,70-74,690
2013,Broj,novo_gorazde,Oba spola,70-74,131
2013,Broj,novo_gorazde,M,70-74,50
2013,Broj,novo_gorazde,Ž,70-74,81
2013,Broj,osmaci,Oba spola,70-74,206
2013,Broj,osmaci,M,70-74,94
2013,Broj,osmaci,Ž,70-74,112
2013,Broj,ostra_luka,Oba spola,70-74,168
2013,Broj,ostra_luka,M,70-74,63
2013,Broj,ostra_luka,Ž,70-74,105
2013,Broj,pale,Oba spola,70-74,951
2013,Broj,pale,M,70-74,388
2013,Broj,pale,Ž,70-74,563
2013,Broj,pelagicevo,Oba spola,70-74,326
2013,Broj,pelagicevo,M,70-74,133
2013,Broj,pelagicevo,Ž,70-74,193
2013,Broj,petrovac,Oba spola,70-74,25
2013,Broj,petrovac,M,70-74,9
2013,Broj,petrovac,Ž,70-74,16
2013,Broj,petrovo,Oba spola,70-74,424
2013,Broj,petrovo,M,70-74,180
2013,Broj,petrovo,Ž,70-74,244
2013,Broj,grad_prijedor,Oba spola,70-74,4031
2013,Broj,grad_prijedor,M,70-74,1686
2013,Broj,grad_prijedor,Ž,70-74,2345
2013,Broj,prnjavor,Oba spola,70-74,2020
2013,Broj,prnjavor,M,70-74,906
2013,Broj,prnjavor,Ž,70-74,1114
2013,Broj,ribnik,Oba spola,70-74,366
2013,Broj,ribnik,M,70-74,148
2013,Broj,ribnik,Ž,70-74,218
2013,Broj,rogatica,Oba spola,70-74,594
2013,Broj,rogatica,M,70-74,259
2013,Broj,rogatica,Ž,70-74,335
2013,Broj,rudo,Oba spola,70-74,440
2013,Broj,rudo,M,70-74,194
2013,Broj,rudo,Ž,70-74,246
2013,Broj,sokolac,Oba spola,70-74,533
2013,Broj,sokolac,M,70-74,244
2013,Broj,sokolac,Ž,70-74,289
2013,Broj,srbac,Oba spola,70-74,979
2013,Broj,srbac,M,70-74,453
2013,Broj,srbac,Ž,70-74,526
2013,Broj,srebrenica,Oba spola,70-74,454
2013,Broj,srebrenica,M,70-74,158
2013,Broj,srebrenica,Ž,70-74,296
2013,Broj,teslic,Oba spola,70-74,1850
2013,Broj,teslic,M,70-74,771
2013,Broj,teslic,Ž,70-74,1079
2013,Broj,grad_trebinje,Oba spola,70-74,1348
2013,Broj,grad_trebinje,M,70-74,573
2013,Broj,grad_trebinje,Ž,70-74,775
2013,Broj,trnovo,Oba spola,70-74,121
2013,Broj,trnovo,M,70-74,46
2013,Broj,trnovo,Ž,70-74,75
2013,Broj,ugljevik,Oba spola,70-74,669
2013,Broj,ugljevik,M,70-74,302
2013,Broj,ugljevik,Ž,70-74,367
2013,Broj,foca,Oba spola,70-74,1032
2013,Broj,foca,M,70-74,412
2013,Broj,foca,Ž,70-74,620
2013,Broj,han_pijesak,Oba spola,70-74,182
2013,Broj,han_pijesak,M,70-74,70
2013,Broj,han_pijesak,Ž,70-74,112
2013,Broj,cajnice,Oba spola,70-74,252
2013,Broj,cajnice,M,70-74,96
2013,Broj,cajnice,Ž,70-74,156
2013,Broj,celinac,Oba spola,70-74,638
2013,Broj,celinac,M,70-74,275
2013,Broj,celinac,Ž,70-74,363
2013,Broj,samac,Oba spola,70-74,972
2013,Broj,samac,M,70-74,410
2013,Broj,samac,Ž,70-74,562
2013,Broj,sekovici,Oba spola,70-74,277
2013,Broj,sekovici,M,70-74,121
2013,Broj,sekovici,Ž,70-74,156
2013,Broj,sipovo,Oba spola,70-74,411
2013,Broj,sipovo,M,70-74,173
2013,Broj,sipovo,Ž,70-74,238
2013,Broj,grad_banja_luka,Oba spola,75-79,6258
2013,Broj,grad_banja_luka,M,75-79,2605
2013,Broj,grad_banja_luka,Ž,75-79,3653
2013,Broj,berkovici,Oba spola,75-79,129
2013,Broj,berkovici,M,75-79,57
2013,Broj,berkovici,Ž,75-79,72
2013,Broj,grad_bijeljina,Oba spola,75-79,4195
2013,Broj,grad_bijeljina,M,75-79,1774
2013,Broj,grad_bijeljina,Ž,75-79,2421
2013,Broj,bileca,Oba spola,75-79,449
2013,Broj,bileca,M,75-79,183
2013,Broj,bileca,Ž,75-79,266
2013,Broj,bratunac,Oba spola,75-79,521
2013,Broj,bratunac,M,75-79,167
2013,Broj,bratunac,Ž,75-79,354
2013,Broj,brod,Oba spola,75-79,578
2013,Broj,brod,M,75-79,208
2013,Broj,brod,Ž,75-79,370
2013,Broj,visegrad,Oba spola,75-79,538
2013,Broj,visegrad,M,75-79,204
2013,Broj,visegrad,Ž,75-79,334
2013,Broj,vlasenica,Oba spola,75-79,298
2013,Broj,vlasenica,M,75-79,102
2013,Broj,vlasenica,Ž,75-79,196
2013,Broj,vukosavlje,Oba spola,75-79,196
2013,Broj,vukosavlje,M,75-79,75
2013,Broj,vukosavlje,Ž,75-79,121
2013,Broj,gacko,Oba spola,75-79,352
2013,Broj,gacko,M,75-79,141
2013,Broj,gacko,Ž,75-79,211
2013,Broj,grad_gradiska,Oba spola,75-79,2050
2013,Broj,grad_gradiska,M,75-79,806
2013,Broj,grad_gradiska,Ž,75-79,1244
2013,Broj,grad_derventa,Oba spola,75-79,1176
2013,Broj,grad_derventa,M,75-79,457
2013,Broj,grad_derventa,Ž,75-79,719
2013,Broj,grad_doboj,Oba spola,75-79,2914
2013,Broj,grad_doboj,M,75-79,1161
2013,Broj,grad_doboj,Ž,75-79,1753
2013,Broj,donji_zabar,Oba spola,75-79,190
2013,Broj,donji_zabar,M,75-79,82
2013,Broj,donji_zabar,Ž,75-79,108
2013,Broj,grad_zvornik,Oba spola,75-79,1704
2013,Broj,grad_zvornik,M,75-79,653
2013,Broj,grad_zvornik,Ž,75-79,1051
2013,Broj,istocna_ilidza,Oba spola,75-79,555
2013,Broj,istocna_ilidza,M,75-79,227
2013,Broj,istocna_ilidza,Ž,75-79,328
2013,Broj,istocni_drvar,Oba spola,75-79,2
2013,Broj,istocni_drvar,M,75-79,1
2013,Broj,istocni_drvar,Ž,75-79,1
2013,Broj,istocni_mostar,Oba spola,75-79,21
2013,Broj,istocni_mostar,M,75-79,8
2013,Broj,istocni_mostar,Ž,75-79,13
2013,Broj,istocni_stari_grad,Oba spola,75-79,84
2013,Broj,istocni_stari_grad,M,75-79,33
2013,Broj,istocni_stari_grad,Ž,75-79,51
2013,Broj,istocno_novo_sarajevo,Oba spola,75-79,396
2013,Broj,istocno_novo_sarajevo,M,75-79,154
2013,Broj,istocno_novo_sarajevo,Ž,75-79,242
2013,Broj,jezero,Oba spola,75-79,42
2013,Broj,jezero,M,75-79,18
2013,Broj,jezero,Ž,75-79,24
2013,Broj,kalinovik,Oba spola,75-79,135
2013,Broj,kalinovik,M,75-79,53
2013,Broj,kalinovik,Ž,75-79,82
2013,Broj,knezevo,Oba spola,75-79,345
2013,Broj,knezevo,M,75-79,130
2013,Broj,knezevo,Ž,75-79,215
2013,Broj,kozarska_dubica,Oba spola,75-79,1231
2013,Broj,kozarska_dubica,M,75-79,488
2013,Broj,kozarska_dubica,Ž,75-79,743
2013,Broj,kostajnica,Oba spola,75-79,242
2013,Broj,kostajnica,M,75-79,108
2013,Broj,kostajnica,Ž,75-79,134
2013,Broj,kotor_varos,Oba spola,75-79,542
2013,Broj,kotor_varos,M,75-79,218
2013,Broj,kotor_varos,Ž,75-79,324
2013,Broj,krupa_na_uni,Oba spola,75-79,119
2013,Broj,krupa_na_uni,M,75-79,44
2013,Broj,krupa_na_uni,Ž,75-79,75
2013,Broj,kupres,Oba spola,75-79,42
2013,Broj,kupres,M,75-79,17
2013,Broj,kupres,Ž,75-79,25
2013,Broj,laktasi,Oba spola,75-79,1124
2013,Broj,laktasi,M,75-79,451
2013,Broj,laktasi,Ž,75-79,673
2013,Broj,lopare,Oba spola,75-79,777
2013,Broj,lopare,M,75-79,314
2013,Broj,lopare,Ž,75-79,463
2013,Broj,ljubinje,Oba spola,75-79,166
2013,Broj,ljubinje,M,75-79,58
2013,Broj,ljubinje,Ž,75-79,108
2013,Broj,milici,Oba spola,75-79,263
2013,Broj,milici,M,75-79,98
2013,Broj,milici,Ž,75-79,165
2013,Broj,modrica,Oba spola,75-79,1091
2013,Broj,modrica,M,75-79,475
2013,Broj,modrica,Ž,75-79,616
2013,Broj,mrkonjic_grad,Oba spola,75-79,814
2013,Broj,mrkonjic_grad,M,75-79,321
2013,Broj,mrkonjic_grad,Ž,75-79,493
2013,Broj,nevesinje,Oba spola,75-79,600
2013,Broj,nevesinje,M,75-79,233
2013,Broj,nevesinje,Ž,75-79,367
2013,Broj,novi_grad,Oba spola,75-79,1148
2013,Broj,novi_grad,M,75-79,444
2013,Broj,novi_grad,Ž,75-79,704
2013,Broj,novo_gorazde,Oba spola,75-79,140
2013,Broj,novo_gorazde,M,75-79,63
2013,Broj,novo_gorazde,Ž,75-79,77
2013,Broj,osmaci,Oba spola,75-79,168
2013,Broj,osmaci,M,75-79,63
2013,Broj,osmaci,Ž,75-79,105
2013,Broj,ostra_luka,Oba spola,75-79,158
2013,Broj,ostra_luka,M,75-79,63
2013,Broj,ostra_luka,Ž,75-79,95
2013,Broj,pale,Oba spola,75-79,854
2013,Broj,pale,M,75-79,342
2013,Broj,pale,Ž,75-79,512
2013,Broj,pelagicevo,Oba spola,75-79,280
2013,Broj,pelagicevo,M,75-79,108
2013,Broj,pelagicevo,Ž,75-79,172
2013,Broj,petrovac,Oba spola,75-79,23
2013,Broj,petrovac,M,75-79,7
2013,Broj,petrovac,Ž,75-79,16
2013,Broj,petrovo,Oba spola,75-79,401
2013,Broj,petrovo,M,75-79,159
2013,Broj,petrovo,Ž,75-79,242
2013,Broj,grad_prijedor,Oba spola,75-79,3509
2013,Broj,grad_prijedor,M,75-79,1371
2013,Broj,grad_prijedor,Ž,75-79,2138
2013,Broj,prnjavor,Oba spola,75-79,1504
2013,Broj,prnjavor,M,75-79,586
2013,Broj,prnjavor,Ž,75-79,918
2013,Broj,ribnik,Oba spola,75-79,316
2013,Broj,ribnik,M,75-79,122
2013,Broj,ribnik,Ž,75-79,194
2013,Broj,rogatica,Oba spola,75-79,543
2013,Broj,rogatica,M,75-79,226
2013,Broj,rogatica,Ž,75-79,317
2013,Broj,rudo,Oba spola,75-79,370
2013,Broj,rudo,M,75-79,165
2013,Broj,rudo,Ž,75-79,205
2013,Broj,sokolac,Oba spola,75-79,551
2013,Broj,sokolac,M,75-79,222
2013,Broj,sokolac,Ž,75-79,329
2013,Broj,srbac,Oba spola,75-79,737
2013,Broj,srbac,M,75-79,280
2013,Broj,srbac,Ž,75-79,457
2013,Broj,srebrenica,Oba spola,75-79,337
2013,Broj,srebrenica,M,75-79,126
2013,Broj,srebrenica,Ž,75-79,211
2013,Broj,teslic,Oba spola,75-79,1452
2013,Broj,teslic,M,75-79,593
2013,Broj,teslic,Ž,75-79,859
2013,Broj,grad_trebinje,Oba spola,75-79,1277
2013,Broj,grad_trebinje,M,75-79,528
2013,Broj,grad_trebinje,Ž,75-79,749
2013,Broj,trnovo,Oba spola,75-79,109
2013,Broj,trnovo,M,75-79,53
2013,Broj,trnovo,Ž,75-79,56
2013,Broj,ugljevik,Oba spola,75-79,697
2013,Broj,ugljevik,M,75-79,288
2013,Broj,ugljevik,Ž,75-79,409
2013,Broj,foca,Oba spola,75-79,880
2013,Broj,foca,M,75-79,372
2013,Broj,foca,Ž,75-79,508
2013,Broj,han_pijesak,Oba spola,75-79,220
2013,Broj,han_pijesak,M,75-79,77
2013,Broj,han_pijesak,Ž,75-79,143
2013,Broj,cajnice,Oba spola,75-79,227
2013,Broj,cajnice,M,75-79,85
2013,Broj,cajnice,Ž,75-79,142
2013,Broj,celinac,Oba spola,75-79,492
2013,Broj,celinac,M,75-79,187
2013,Broj,celinac,Ž,75-79,305
2013,Broj,samac,Oba spola,75-79,761
2013,Broj,samac,M,75-79,312
2013,Broj,samac,Ž,75-79,449
2013,Broj,sekovici,Oba spola,75-79,234
2013,Broj,sekovici,M,75-79,88
2013,Broj,sekovici,Ž,75-79,146
2013,Broj,sipovo,Oba spola,75-79,510
2013,Broj,sipovo,M,75-79,207
2013,Broj,sipovo,Ž,75-79,303
2013,Broj,grad_banja_luka,Oba spola,80-84,3262
2013,Broj,grad_banja_luka,M,80-84,1259
2013,Broj,grad_banja_luka,Ž,80-84,2003
2013,Broj,berkovici,Oba spola,80-84,78
2013,Broj,berkovici,M,80-84,36
2013,Broj,berkovici,Ž,80-84,42
2013,Broj,grad_bijeljina,Oba spola,80-84,2081
2013,Broj,grad_bijeljina,M,80-84,794
2013,Broj,grad_bijeljina,Ž,80-84,1287
2013,Broj,bileca,Oba spola,80-84,303
2013,Broj,bileca,M,80-84,125
2013,Broj,bileca,Ž,80-84,178
2013,Broj,bratunac,Oba spola,80-84,249
2013,Broj,bratunac,M,80-84,80
2013,Broj,bratunac,Ž,80-84,169
2013,Broj,brod,Oba spola,80-84,327
2013,Broj,brod,M,80-84,112
2013,Broj,brod,Ž,80-84,215
2013,Broj,visegrad,Oba spola,80-84,303
2013,Broj,visegrad,M,80-84,120
2013,Broj,visegrad,Ž,80-84,183
2013,Broj,vlasenica,Oba spola,80-84,177
2013,Broj,vlasenica,M,80-84,77
2013,Broj,vlasenica,Ž,80-84,100
2013,Broj,vukosavlje,Oba spola,80-84,109
2013,Broj,vukosavlje,M,80-84,43
2013,Broj,vukosavlje,Ž,80-84,66
2013,Broj,gacko,Oba spola,80-84,208
2013,Broj,gacko,M,80-84,77
2013,Broj,gacko,Ž,80-84,131
2013,Broj,grad_gradiska,Oba spola,80-84,1172
2013,Broj,grad_gradiska,M,80-84,417
2013,Broj,grad_gradiska,Ž,80-84,755
2013,Broj,grad_derventa,Oba spola,80-84,588
2013,Broj,grad_derventa,M,80-84,200
2013,Broj,grad_derventa,Ž,80-84,388
2013,Broj,grad_doboj,Oba spola,80-84,1547
2013,Broj,grad_doboj,M,80-84,579
2013,Broj,grad_doboj,Ž,80-84,968
2013,Broj,donji_zabar,Oba spola,80-84,93
2013,Broj,donji_zabar,M,80-84,37
2013,Broj,donji_zabar,Ž,80-84,56
2013,Broj,grad_zvornik,Oba spola,80-84,868
2013,Broj,grad_zvornik,M,80-84,324
2013,Broj,grad_zvornik,Ž,80-84,544
2013,Broj,istocna_ilidza,Oba spola,80-84,276
2013,Broj,istocna_ilidza,M,80-84,98
2013,Broj,istocna_ilidza,Ž,80-84,178
2013,Broj,istocni_drvar,Oba spola,80-84,2
2013,Broj,istocni_drvar,M,80-84,0
2013,Broj,istocni_drvar,Ž,80-84,2
2013,Broj,istocni_mostar,Oba spola,80-84,9
2013,Broj,istocni_mostar,M,80-84,4
2013,Broj,istocni_mostar,Ž,80-84,5
2013,Broj,istocni_stari_grad,Oba spola,80-84,36
2013,Broj,istocni_stari_grad,M,80-84,11
2013,Broj,istocni_stari_grad,Ž,80-84,25
2013,Broj,istocno_novo_sarajevo,Oba spola,80-84,192
2013,Broj,istocno_novo_sarajevo,M,80-84,67
2013,Broj,istocno_novo_sarajevo,Ž,80-84,125
2013,Broj,jezero,Oba spola,80-84,24
2013,Broj,jezero,M,80-84,9
2013,Broj,jezero,Ž,80-84,15
2013,Broj,kalinovik,Oba spola,80-84,84
2013,Broj,kalinovik,M,80-84,32
2013,Broj,kalinovik,Ž,80-84,52
2013,Broj,knezevo,Oba spola,80-84,172
2013,Broj,knezevo,M,80-84,65
2013,Broj,knezevo,Ž,80-84,107
2013,Broj,kozarska_dubica,Oba spola,80-84,629
2013,Broj,kozarska_dubica,M,80-84,247
2013,Broj,kozarska_dubica,Ž,80-84,382
2013,Broj,kostajnica,Oba spola,80-84,147
2013,Broj,kostajnica,M,80-84,46
2013,Broj,kostajnica,Ž,80-84,101
2013,Broj,kotor_varos,Oba spola,80-84,246
2013,Broj,kotor_varos,M,80-84,96
2013,Broj,kotor_varos,Ž,80-84,150
2013,Broj,krupa_na_uni,Oba spola,80-84,72
2013,Broj,krupa_na_uni,M,80-84,26
2013,Broj,krupa_na_uni,Ž,80-84,46
2013,Broj,kupres,Oba spola,80-84,16
2013,Broj,kupres,M,80-84,11
2013,Broj,kupres,Ž,80-84,5
2013,Broj,laktasi,Oba spola,80-84,661
2013,Broj,laktasi,M,80-84,248
2013,Broj,laktasi,Ž,80-84,413
2013,Broj,lopare,Oba spola,80-84,447
2013,Broj,lopare,M,80-84,172
2013,Broj,lopare,Ž,80-84,275
2013,Broj,ljubinje,Oba spola,80-84,130
2013,Broj,ljubinje,M,80-84,47
2013,Broj,ljubinje,Ž,80-84,83
2013,Broj,milici,Oba spola,80-84,143
2013,Broj,milici,M,80-84,45
2013,Broj,milici,Ž,80-84,98
2013,Broj,modrica,Oba spola,80-84,578
2013,Broj,modrica,M,80-84,204
2013,Broj,modrica,Ž,80-84,374
2013,Broj,mrkonjic_grad,Oba spola,80-84,506
2013,Broj,mrkonjic_grad,M,80-84,180
2013,Broj,mrkonjic_grad,Ž,80-84,326
2013,Broj,nevesinje,Oba spola,80-84,364
2013,Broj,nevesinje,M,80-84,148
2013,Broj,nevesinje,Ž,80-84,216
2013,Broj,novi_grad,Oba spola,80-84,621
2013,Broj,novi_grad,M,80-84,233
2013,Broj,novi_grad,Ž,80-84,388
2013,Broj,novo_gorazde,Oba spola,80-84,80
2013,Broj,novo_gorazde,M,80-84,46
2013,Broj,novo_gorazde,Ž,80-84,34
2013,Broj,osmaci,Oba spola,80-84,80
2013,Broj,osmaci,M,80-84,34
2013,Broj,osmaci,Ž,80-84,46
2013,Broj,ostra_luka,Oba spola,80-84,73
2013,Broj,ostra_luka,M,80-84,25
2013,Broj,ostra_luka,Ž,80-84,48
2013,Broj,pale,Oba spola,80-84,461
2013,Broj,pale,M,80-84,186
2013,Broj,pale,Ž,80-84,275
2013,Broj,pelagicevo,Oba spola,80-84,178
2013,Broj,pelagicevo,M,80-84,65
2013,Broj,pelagicevo,Ž,80-84,113
2013,Broj,petrovac,Oba spola,80-84,18
2013,Broj,petrovac,M,80-84,5
2013,Broj,petrovac,Ž,80-84,13
2013,Broj,petrovo,Oba spola,80-84,168
2013,Broj,petrovo,M,80-84,62
2013,Broj,petrovo,Ž,80-84,106
2013,Broj,grad_prijedor,Oba spola,80-84,1704
2013,Broj,grad_prijedor,M,80-84,661
2013,Broj,grad_prijedor,Ž,80-84,1043
2013,Broj,prnjavor,Oba spola,80-84,807
2013,Broj,prnjavor,M,80-84,295
2013,Broj,prnjavor,Ž,80-84,512
2013,Broj,ribnik,Oba spola,80-84,207
2013,Broj,ribnik,M,80-84,88
2013,Broj,ribnik,Ž,80-84,119
2013,Broj,rogatica,Oba spola,80-84,311
2013,Broj,rogatica,M,80-84,109
2013,Broj,rogatica,Ž,80-84,202
2013,Broj,rudo,Oba spola,80-84,156
2013,Broj,rudo,M,80-84,53
2013,Broj,rudo,Ž,80-84,103
2013,Broj,sokolac,Oba spola,80-84,294
2013,Broj,sokolac,M,80-84,117
2013,Broj,sokolac,Ž,80-84,177
2013,Broj,srbac,Oba spola,80-84,455
2013,Broj,srbac,M,80-84,158
2013,Broj,srbac,Ž,80-84,297
2013,Broj,srebrenica,Oba spola,80-84,147
2013,Broj,srebrenica,M,80-84,49
2013,Broj,srebrenica,Ž,80-84,98
2013,Broj,teslic,Oba spola,80-84,691
2013,Broj,teslic,M,80-84,254
2013,Broj,teslic,Ž,80-84,437
2013,Broj,grad_trebinje,Oba spola,80-84,783
2013,Broj,grad_trebinje,M,80-84,291
2013,Broj,grad_trebinje,Ž,80-84,492
2013,Broj,trnovo,Oba spola,80-84,53
2013,Broj,trnovo,M,80-84,19
2013,Broj,trnovo,Ž,80-84,34
2013,Broj,ugljevik,Oba spola,80-84,389
2013,Broj,ugljevik,M,80-84,154
2013,Broj,ugljevik,Ž,80-84,235
2013,Broj,foca,Oba spola,80-84,482
2013,Broj,foca,M,80-84,207
2013,Broj,foca,Ž,80-84,275
2013,Broj,han_pijesak,Oba spola,80-84,133
2013,Broj,han_pijesak,M,80-84,54
2013,Broj,han_pijesak,Ž,80-84,79
2013,Broj,cajnice,Oba spola,80-84,107
2013,Broj,cajnice,M,80-84,36
2013,Broj,cajnice,Ž,80-84,71
2013,Broj,celinac,Oba spola,80-84,262
2013,Broj,celinac,M,80-84,87
2013,Broj,celinac,Ž,80-84,175
2013,Broj,samac,Oba spola,80-84,402
2013,Broj,samac,M,80-84,139
2013,Broj,samac,Ž,80-84,263
2013,Broj,sekovici,Oba spola,80-84,126
2013,Broj,sekovici,M,80-84,45
2013,Broj,sekovici,Ž,80-84,81
2013,Broj,sipovo,Oba spola,80-84,279
2013,Broj,sipovo,M,80-84,100
2013,Broj,sipovo,Ž,80-84,179
2013,Broj,grad_banja_luka,Oba spola,85+,1538
2013,Broj,grad_banja_luka,M,85+,551
2013,Broj,grad_banja_luka,Ž,85+,987
2013,Broj,berkovici,Oba spola,85+,46
2013,Broj,berkovici,M,85+,18
2013,Broj,berkovici,Ž,85+,28
2013,Broj,grad_bijeljina,Oba spola,85+,794
2013,Broj,grad_bijeljina,M,85+,264
2013,Broj,grad_bijeljina,Ž,85+,530
2013,Broj,bileca,Oba spola,85+,211
2013,Broj,bileca,M,85+,81
2013,Broj,bileca,Ž,85+,130
2013,Broj,bratunac,Oba spola,85+,93
2013,Broj,bratunac,M,85+,37
2013,Broj,bratunac,Ž,85+,56
2013,Broj,brod,Oba spola,85+,149
2013,Broj,brod,M,85+,38
2013,Broj,brod,Ž,85+,111
2013,Broj,visegrad,Oba spola,85+,129
2013,Broj,visegrad,M,85+,46
2013,Broj,visegrad,Ž,85+,83
2013,Broj,vlasenica,Oba spola,85+,66
2013,Broj,vlasenica,M,85+,16
2013,Broj,vlasenica,Ž,85+,50
2013,Broj,vukosavlje,Oba spola,85+,32
2013,Broj,vukosavlje,M,85+,7
2013,Broj,vukosavlje,Ž,85+,25
2013,Broj,gacko,Oba spola,85+,140
2013,Broj,gacko,M,85+,47
2013,Broj,gacko,Ž,85+,93
2013,Broj,grad_gradiska,Oba spola,85+,601
2013,Broj,grad_gradiska,M,85+,189
2013,Broj,grad_gradiska,Ž,85+,412
2013,Broj,grad_derventa,Oba spola,85+,276
2013,Broj,grad_derventa,M,85+,92
2013,Broj,grad_derventa,Ž,85+,184
2013,Broj,grad_doboj,Oba spola,85+,643
2013,Broj,grad_doboj,M,85+,207
2013,Broj,grad_doboj,Ž,85+,436
2013,Broj,donji_zabar,Oba spola,85+,35
2013,Broj,donji_zabar,M,85+,9
2013,Broj,donji_zabar,Ž,85+,26
2013,Broj,grad_zvornik,Oba spola,85+,335
2013,Broj,grad_zvornik,M,85+,115
2013,Broj,grad_zvornik,Ž,85+,220
2013,Broj,istocna_ilidza,Oba spola,85+,129
2013,Broj,istocna_ilidza,M,85+,41
2013,Broj,istocna_ilidza,Ž,85+,88
2013,Broj,istocni_drvar,Oba spola,85+,3
2013,Broj,istocni_drvar,M,85+,1
2013,Broj,istocni_drvar,Ž,85+,2
2013,Broj,istocni_mostar,Oba spola,85+,4
2013,Broj,istocni_mostar,M,85+,2
2013,Broj,istocni_mostar,Ž,85+,2
2013,Broj,istocni_stari_grad,Oba spola,85+,24
2013,Broj,istocni_stari_grad,M,85+,6
2013,Broj,istocni_stari_grad,Ž,85+,18
2013,Broj,istocno_novo_sarajevo,Oba spola,85+,74
2013,Broj,istocno_novo_sarajevo,M,85+,28
2013,Broj,istocno_novo_sarajevo,Ž,85+,46
2013,Broj,jezero,Oba spola,85+,11
2013,Broj,jezero,M,85+,2
2013,Broj,jezero,Ž,85+,9
2013,Broj,kalinovik,Oba spola,85+,49
2013,Broj,kalinovik,M,85+,13
2013,Broj,kalinovik,Ž,85+,36
2013,Broj,knezevo,Oba spola,85+,68
2013,Broj,knezevo,M,85+,22
2013,Broj,knezevo,Ž,85+,46
2013,Broj,kozarska_dubica,Oba spola,85+,320
2013,Broj,kozarska_dubica,M,85+,85
2013,Broj,kozarska_dubica,Ž,85+,235
2013,Broj,kostajnica,Oba spola,85+,67
2013,Broj,kostajnica,M,85+,17
2013,Broj,kostajnica,Ž,85+,50
2013,Broj,kotor_varos,Oba spola,85+,86
2013,Broj,kotor_varos,M,85+,35
2013,Broj,kotor_varos,Ž,85+,51
2013,Broj,krupa_na_uni,Oba spola,85+,28
2013,Broj,krupa_na_uni,M,85+,7
2013,Broj,krupa_na_uni,Ž,85+,21
2013,Broj,kupres,Oba spola,85+,6
2013,Broj,kupres,M,85+,2
2013,Broj,kupres,Ž,85+,4
2013,Broj,laktasi,Oba spola,85+,293
2013,Broj,laktasi,M,85+,96
2013,Broj,laktasi,Ž,85+,197
2013,Broj,lopare,Oba spola,85+,177
2013,Broj,lopare,M,85+,59
2013,Broj,lopare,Ž,85+,118
2013,Broj,ljubinje,Oba spola,85+,77
2013,Broj,ljubinje,M,85+,22
2013,Broj,ljubinje,Ž,85+,55
2013,Broj,milici,Oba spola,85+,68
2013,Broj,milici,M,85+,21
2013,Broj,milici,Ž,85+,47
2013,Broj,modrica,Oba spola,85+,225
2013,Broj,modrica,M,85+,82
2013,Broj,modrica,Ž,85+,143
2013,Broj,mrkonjic_grad,Oba spola,85+,276
2013,Broj,mrkonjic_grad,M,85+,107
2013,Broj,mrkonjic_grad,Ž,85+,169
2013,Broj,nevesinje,Oba spola,85+,225
2013,Broj,nevesinje,M,85+,63
2013,Broj,nevesinje,Ž,85+,162
2013,Broj,novi_grad,Oba spola,85+,282
2013,Broj,novi_grad,M,85+,87
2013,Broj,novi_grad,Ž,85+,195
2013,Broj,novo_gorazde,Oba spola,85+,33
2013,Broj,novo_gorazde,M,85+,12
2013,Broj,novo_gorazde,Ž,85+,21
2013,Broj,osmaci,Oba spola,85+,47
2013,Broj,osmaci,M,85+,20
2013,Broj,osmaci,Ž,85+,27
2013,Broj,ostra_luka,Oba spola,85+,28
2013,Broj,ostra_luka,M,85+,12
